
-----------------------------------------------------------------------------
Status                        Inlet               Outlet
-----------------------------------------------------------------------------
Time[s]                       0                   0.000953895
T[K]                          1317.957            1317.957
P[atm]                        1.00000             1.00000
rho[kg/m3]                    0.24875             0.25110
MW[kg/kmol]                   26.90210            27.15651
Phi[-]                        1000.00000          0.79867
H[J/kg]                       -4.980390e+05       -1.097955e+06
U[J/kg]                       -9.053716e+05       -1.501472e+06
Conv.(%) H2                   0.000000e+00        8.406193e+01
Conv.(%) CH4                  0.000000e+00        9.764428e+01
Total species (kmol/s)        2.082006e-04        2.062502e-04
Element(kmol/s) C             1.249958e-05        1.249958e-05
Element(kmol/s) H             7.499749e-05        7.499749e-05
Element(kmol/s) O             7.825227e-05        7.825227e-05
Element(kmol/s) N             2.943776e-04        2.943776e-04
-----------------------------------------------------------------------------

-----------------------------------------------------------------------------
Mass fractions                Inlet               Outlet
-----------------------------------------------------------------------------
H2                            1.458620e-03        2.324758e-04
H                             4.608438e-06        1.698009e-05
O                             3.916505e-05        1.874509e-04
O2                            9.671047e-02        5.121493e-02
OH                            1.220037e-04        7.923235e-04
H2O                           8.889887e-02        1.174822e-01
HO2                           5.970306e-05        3.111397e-05
H2O2                          1.448164e-05        4.728093e-06
C                             2.266396e-11        3.016385e-10
CH                            1.512058e-09        8.968303e-09
CH2                           2.060268e-07        4.793889e-07
CH2(S)                        8.773247e-09        2.273459e-08
CH3                           6.518865e-05        1.452465e-05
CH4                           7.453496e-03        1.755834e-04
CO                            1.131166e-02        6.973470e-03
CO2                           5.643819e-02        8.662259e-02
HCO                           3.552569e-07        5.828837e-07
CH2O                          3.141725e-05        1.791857e-05
CH2OH                         1.244565e-07        2.210706e-07
CH3O                          7.074441e-07        1.094401e-07
CH3OH                         1.255757e-04        1.074665e-05
C2H                           5.992530e-11        4.495341e-10
C2H2                          5.584063e-06        2.330380e-06
C2H3                          1.093205e-07        1.408462e-07
C2H4                          4.503266e-04        9.665568e-06
C2H5                          3.736288e-06        2.044575e-07
C2H6                          4.750602e-04        2.623035e-06
HCCO                          1.823175e-07        2.861964e-07
CH2CO                         1.075506e-04        6.740367e-06
HCCOH                         6.407965e-09        1.570817e-08
N                             6.544157e-11        1.123266e-09
NH                            2.283715e-10        3.114367e-09
NH2                           6.182886e-09        9.738583e-09
NH3                           4.732863e-08        2.225159e-08
NNH                           1.043684e-10        4.899320e-10
NO                            9.138996e-06        2.092772e-05
NO2                           2.542511e-07        5.395990e-08
N2O                           2.138448e-05        2.885146e-05
HNO                           3.988709e-09        1.083131e-08
CN                            1.160252e-15        3.809209e-14
HCN                           1.089922e-07        2.386808e-07
H2CN                          2.998705e-12        7.111700e-12
HCNN                          1.141574e-10        3.806969e-10
HCNO                          3.684636e-08        4.549478e-08
HOCN                          2.077188e-10        9.849087e-10
HNCO                          9.237718e-07        1.035878e-06
NCO                           4.371796e-09        1.391670e-08
N2                            7.361575e-01        7.361472e-01
AR                            0.000000e+00        0.000000e+00
C3H7                          4.132412e-08        1.842400e-09
C3H8                          1.692650e-05        8.772473e-08
CH2CHO                        4.714217e-07        4.949501e-08
CH3CHO                        1.571135e-05        9.776071e-07
--------------------------------------------------------------

-----------------------------------------------------------------------------
Mole fractions                Inlet               Outlet
-----------------------------------------------------------------------------
H2                            1.946425e-02        3.131562e-03
H                             1.229927e-04        4.574603e-04
O                             6.585552e-05        3.181770e-04
O2                            8.130868e-02        4.346580e-02
OH                            1.929885e-04        1.265170e-03
H2O                           1.327542e-01        1.770972e-01
HO2                           4.866200e-05        2.559980e-05
H2O2                          1.145372e-05        3.774873e-06
C                             5.076248e-11        6.819955e-10
CH                            3.124476e-09        1.870711e-08
CH2                           3.951347e-07        9.281050e-07
CH2(S)                        1.682604e-08        4.401455e-08
CH3                           1.166420e-04        2.623470e-05
CH4                           1.249858e-02        2.972158e-04
CO                            1.086424e-02        6.760982e-03
CO2                           3.449990e-02        5.345196e-02
HCO                           3.293527e-07        5.454920e-07
CH2O                          2.814861e-05        1.620615e-05
CH2OH                         1.078862e-07        1.934493e-07
CH3O                          6.132543e-07        9.576630e-08
CH3OH                         1.054319e-04        9.108095e-06
C2H                           6.440738e-11        4.877258e-10
C2H2                          5.769377e-06        2.430485e-06
C2H3                          1.087389e-07        1.414217e-07
C2H4                          4.318362e-04        9.356352e-06
C2H5                          3.458606e-06        1.910519e-07
C2H6                          4.250123e-04        2.368888e-06
HCCO                          1.195429e-07        1.894293e-07
CH2CO                         6.882837e-05        4.354375e-06
HCCOH                         4.100857e-09        1.014770e-08
N                             1.256883e-10        2.177768e-09
NH                            4.091691e-10        5.632724e-09
NH2                           1.038087e-08        1.650539e-08
NH3                           7.476012e-08        3.548092e-08
NNH                           9.674486e-11        4.584399e-10
NO                            8.193635e-06        1.894034e-05
NO2                           1.486771e-07        3.185225e-08
N2O                           1.307085e-05        1.780167e-05
HNO                           3.459878e-09        9.484124e-09
CN                            1.199678e-15        3.975894e-14
HCN                           1.084926e-07        2.398334e-07
H2CN                          2.877630e-12        6.889098e-12
HCNN                          7.484399e-11        2.519533e-10
HCNO                          2.303881e-08        2.871538e-08
HOCN                          1.298796e-10        6.216544e-10
HNCO                          5.776039e-07        6.538250e-07
NCO                           2.799117e-09        8.994671e-09
N2                            7.069389e-01        7.136142e-01
AR                            0.000000e+00        0.000000e+00
C3H7                          2.580022e-08        1.161159e-09
C3H8                          1.032629e-05        5.402402e-08
CH2CHO                        2.946274e-07        3.122573e-08
CH3CHO                        9.594542e-06        6.026468e-07
-----------------------------------------------------------------------------
