
-----------------------------------------------------------------------------
Status                        Inlet               Outlet
NNH                           1.121175e-11        8.440100e-11
NO                            4.207020e-05        8.334478e-05
NO2                           3.005664e-08        2.222404e-08
N2O                           6.156628e-08        7.407153e-08
HNO                           1.138140e-08        2.466429e-09
CN                            8.141188e-13        3.709529e-11
HCN                           1.795166e-08        8.251460e-08
H2CN                          2.788792e-14        7.453452e-14
HCNN                          1.305757e-14        9.709212e-13
HCNO                          2.968872e-10        2.488512e-08
HOCN                          5.859718e-11        2.509577e-09
HNCO                          1.003121e-08        1.855712e-07
NCO                           4.260441e-11        2.094257e-09
N2                            7.247534e-01        7.247341e-01
AR                            0.000000e+00        0.000000e+00
C3H7                          7.564552e-22        1.934216e-18
C3H8                          4.066810e-19        1.416422e-16
CH2CHO                        4.331159e-15        5.890252e-14
CH3CHO                        8.138057e-15        2.484442e-12
--------------------------------------------------------------

-----------------------------------------------------------------------------
Mole fractions                Inlet               Outlet
-----------------------------------------------------------------------------
H2                            3.513499e-04        1.196084e-03
H                             1.295362e-05        5.401551e-05
O                             1.733223e-06        1.986839e-05
O2                            9.531792e-02        1.569299e-03
OH                            4.529632e-05        5.637506e-04
H2O                           9.460593e-02        1.881666e-01
HO2                           2.241628e-07        1.608624e-07
H2O2                          6.382796e-08        2.181135e-08
C                             1.751102e-14        2.651823e-11
CH                            1.525981e-13        3.285129e-10
CH2                           4.487357e-11        3.183626e-08
CH2(S)                        6.908099e-13        1.276408e-09
CH3                           3.032850e-09        9.787674e-07
CH4                           4.749335e-02        2.754948e-06
CO                            3.701326e-04        2.280369e-03
CO2                           4.712314e-02        9.255489e-02
HCO                           4.736344e-11        2.707453e-09
CH2O                          1.940151e-09        3.217156e-07
CH2OH                         1.264721e-11        1.692167e-09
CH3O                          1.290846e-12        1.446816e-10
CH3OH                         1.364492e-09        4.255863e-08
C2H                           1.071179e-15        1.130466e-12
C2H2                          6.635454e-11        2.861748e-09
C2H3                          4.377530e-14        5.457508e-12
C2H4                          3.922302e-12        6.752458e-10
C2H5                          5.667489e-15        3.597556e-12
C2H6                          1.470171e-13        5.243944e-11
HCCO                          1.532470e-12        2.915181e-10
CH2CO                         1.974443e-11        1.619561e-09
HCCOH                         5.634450e-13        1.520412e-10
N                             2.435120e-11        2.214171e-10
NH                            1.205267e-10        2.704433e-10
NH2                           2.798609e-10        3.984041e-09
NH3                           4.586888e-09        3.308413e-08
NNH                           1.067131e-11        8.020827e-11
NO                            3.872916e-05        7.660713e-05
NO2                           1.804708e-08        1.332346e-08
N2O                           3.863968e-08        4.641616e-08
HNO                           1.013700e-08        2.193359e-09
CN                            8.643417e-13        3.932273e-11
HCN                           1.834825e-08        8.420694e-08
H2CN                          2.747911e-14        7.332824e-14
HCNN                          8.790240e-15        6.526038e-13
HCNO                          1.906085e-10        1.595209e-08
HOCN                          3.762075e-11        1.608713e-09
HNCO                          6.440273e-09        1.189566e-07
NCO                           2.800923e-11        1.374687e-09
N2                            7.146391e-01        7.135139e-01
AR                            0.000000e+00        0.000000e+00
C3H7                          4.849404e-22        1.238048e-18
C3H8                          2.547514e-19        8.858954e-17
CH2CHO                        2.779413e-15        3.774071e-14
CH3CHO                        5.102897e-15        1.555436e-12
-----------------------------------------------------------------------------
