
-----------------------------------------------------------------------------
Status                        Inlet               Outlet
-----------------------------------------------------------------------------
Time[s]                       0                   0.00161284
T[K]                          1577.736            1577.736
P[atm]                        1.00000             1.00000
rho[kg/m3]                    0.20990             0.21062
MW[kg/kmol]                   27.17412            27.26736
Phi[-]                        1000.00000          0.79869
H[J/kg]                       -7.478391e+05       -8.250336e+05
U[J/kg]                       -1.230579e+06       -1.306123e+06
Conv.(%) H2                   0.000000e+00        7.156155e+01
Conv.(%) CH4                  0.000000e+00        9.907525e+01
Total species (kmol/s)        2.319386e-04        2.311454e-04
Element(kmol/s) C             1.406574e-05        1.406574e-05
Element(kmol/s) H             8.439443e-05        8.439443e-05
Element(kmol/s) O             8.805558e-05        8.805558e-05
Element(kmol/s) N             3.312567e-04        3.312567e-04
-----------------------------------------------------------------------------

-----------------------------------------------------------------------------
Mass fractions                Inlet               Outlet
-----------------------------------------------------------------------------
H2                            2.024282e-04        5.756744e-05
H                             1.457375e-05        4.173280e-06
O                             1.659607e-04        1.220169e-04
O2                            5.048487e-02        4.573513e-02
OH                            7.212415e-04        9.868946e-04
H2O                           1.178738e-01        1.195314e-01
HO2                           2.896471e-05        5.102993e-06
H2O2                          4.160918e-06        5.691534e-07
C                             2.486120e-10        8.221826e-13
CH                            7.443657e-09        9.226795e-11
CH2                           4.086181e-07        1.067576e-08
CH2(S)                        1.924886e-08        5.496562e-10
CH3                           1.263397e-05        2.697327e-07
CH4                           1.526251e-04        1.411402e-06
CO                            6.246839e-03        1.480370e-03
CO2                           8.784891e-02        9.588225e-02
HCO                           4.966815e-07        7.918141e-09
CH2O                          1.596769e-05        3.295763e-07
CH2OH                         1.867916e-07        2.421919e-09
CH3O                          9.369695e-08        8.348803e-10
CH3OH                         9.455361e-06        9.497602e-08
C2H                           3.766617e-10        4.333127e-11
C2H2                          1.991964e-06        7.767629e-08
C2H3                          1.181249e-07        1.258604e-09
C2H4                          8.258654e-06        7.688231e-08
C2H5                          1.731671e-07        4.535122e-10
C2H6                          2.221911e-06        4.266720e-09
HCCO                          2.418334e-07        8.650610e-09
CH2CO                         5.786889e-06        9.639098e-08
HCCOH                         1.416374e-08        5.579531e-09
N                             9.430398e-10        2.266953e-10
NH                            2.682294e-09        6.082020e-10
NH2                           8.428351e-09        8.689963e-10
NH3                           1.985504e-08        2.376906e-09
NNH                           4.192089e-10        1.554121e-10
NO                            1.999667e-05        2.529147e-05
NO2                           6.248686e-08        4.892887e-08
N2O                           2.673032e-05        8.501939e-06
HNO                           9.777937e-09        2.569250e-09
CN                            1.080514e-13        9.370428e-12
HCN                           2.128299e-07        3.207524e-08
H2CN                          5.939769e-12        4.428178e-14
HCNN                          3.165833e-10        1.217365e-12
HCNO                          4.222635e-08        8.995069e-09
HOCN                          9.377080e-10        9.878150e-10
HNCO                          9.199185e-07        1.215472e-07
NCO                           1.242037e-08        3.405603e-09
N2                            7.361486e-01        7.361581e-01
AR                            0.000000e+00        0.000000e+00
C3H7                          1.528605e-09        1.982995e-12
C3H8                          7.356051e-08        1.549559e-10
CH2CHO                        4.163299e-08        1.295250e-10
CH3CHO                        8.273359e-07        6.156907e-09
--------------------------------------------------------------

-----------------------------------------------------------------------------
Mole fractions                Inlet               Outlet
-----------------------------------------------------------------------------
H2                            2.728575e-03        7.786271e-04
H                             3.928857e-04        1.128912e-04
O                             2.818824e-04        2.079554e-04
O2                            4.287399e-02        3.897357e-02
OH                            1.152414e-03        1.582291e-03
H2O                           1.778028e-01        1.809218e-01
HO2                           2.384689e-05        4.215754e-06
H2O2                          3.324198e-06        4.562625e-07
C                             5.624689e-10        1.866518e-12
CH                            1.553689e-08        1.932486e-10
CH2                           7.916045e-07        2.075282e-08
CH2(S)                        3.729028e-08        1.068488e-09
CH3                           2.283452e-05        4.891852e-07
CH4                           2.585210e-04        2.398878e-06
CO                            6.060419e-03        1.441120e-03
CO2                           5.424383e-02        5.940731e-02
HCO                           4.651210e-07        7.440445e-09
CH2O                          1.445107e-05        2.992965e-07
CH2OH                         1.635593e-07        2.127968e-09
CH3O                          8.204331e-08        7.335498e-10
CH3OH                         8.018885e-06        8.082348e-08
C2H                           4.089273e-10        4.720454e-11
C2H2                          2.078880e-06        8.134372e-08
C2H3                          1.186844e-07        1.268906e-09
C2H4                          7.999631e-06        7.472652e-08
C2H5                          1.619181e-07        4.255069e-10
C2H6                          2.007931e-06        3.869046e-09
HCCO                          1.601699e-07        5.749088e-09
CH2CO                         3.740838e-06        6.252416e-08
HCCOH                         9.155912e-09        3.619171e-09
N                             1.829533e-09        4.413066e-10
NH                            4.854411e-09        1.104500e-09
NH2                           1.429401e-08        1.478827e-09
NH3                           3.168006e-08        3.805528e-09
NNH                           3.925171e-10        1.460161e-10
NO                            1.810944e-05        2.298313e-05
NO2                           3.690958e-08        2.900036e-08
N2O                           1.650360e-05        5.267205e-06
HNO                           8.567319e-09        2.258872e-09
CN                            1.128527e-13        9.820388e-12
HCN                           2.139963e-07        3.236170e-08
H2CN                          5.757580e-12        4.307082e-14
HCNN                          2.096574e-10        8.089665e-13
HCNO                          2.666970e-08        5.700681e-09
HOCN                          5.922461e-10        6.260340e-10
HNCO                          5.810105e-07        7.703132e-08
NCO                           8.032763e-09        2.210101e-09
N2                            7.140783e-01        7.165378e-01
AR                            0.000000e+00        0.000000e+00
C3H7                          9.640164e-10        1.254869e-12
C3H8                          4.533057e-08        9.581694e-11
CH2CHO                        2.628273e-08        8.204917e-11
CH3CHO                        5.103426e-07        3.810924e-09
-----------------------------------------------------------------------------
