Iter.  R0.in(2)       R0.out(3)      R1.in(4)       R1.out(5)      R2.in(6)       R2.out(7)      R3.in(8)       R3.out(9)      R4.in(10)      R4.out(11)     R5.in(12)      R5.out(13)     R6.in(14)      R6.out(15)     R7.in(16)      R7.out(17)     R8.in(18)      R8.out(19)     R9.in(20)      R9.out(21)     R10.in(22)     R10.out(23)    R11.in(24)     R11.out(25)    R12.in(26)     R12.out(27)    R13.in(28)     R13.out(29)    R14.in(30)     R14.out(31)    R15.in(32)     R15.out(33)    R16.in(34)     R16.out(35)    
39     1.605931e-08   1.592051e-08   4.437449e-08   3.113455e-08   3.512190e-09   3.215379e-09   7.740796e-08   6.664402e-08   1.561529e-08   1.119193e-08   1.585503e-08   6.524555e-08   5.193646e-13   4.252262e-13   2.629336e-08   3.549597e-08   5.996668e-08   1.089787e-07   1.648821e-08   2.722598e-08   3.214299e-09   1.873287e-09   1.074251e-12   7.182658e-13   6.175645e-10   5.462176e-10   2.054697e-09   7.290900e-09   2.433835e-09   2.158989e-09   0.000000e+00   0.000000e+00   0.000000e+00   3.710124e-39   
40     1.690087e-08   1.671318e-08   4.672299e-08   3.279380e-08   3.692406e-09   3.380182e-09   8.132153e-08   7.022520e-08   1.644336e-08   1.178854e-08   1.675166e-08   6.854750e-08   5.455068e-13   4.467385e-13   2.770744e-08   3.735191e-08   6.301205e-08   1.144967e-07   1.738000e-08   2.874309e-08   3.379047e-09   1.967845e-09   1.128624e-12   7.549767e-13   6.486633e-10   5.743081e-10   2.158989e-09   7.720009e-09   2.555797e-09   2.268984e-09   0.000000e+00   0.000000e+00   0.000000e+00   3.710124e-39   
41     1.778832e-08   1.754587e-08   4.921424e-08   3.455998e-08   3.884970e-09   3.556394e-09   8.544823e-08   7.403055e-08   1.732514e-08   1.242555e-08   1.769711e-08   7.201146e-08   5.733879e-13   4.696826e-13   2.919677e-08   3.930268e-08   6.620750e-08   1.203215e-07   1.831872e-08   3.034198e-08   3.555200e-09   2.069248e-09   1.186662e-12   7.941660e-13   6.818954e-10   6.043201e-10   2.268984e-09   8.173287e-09   2.684361e-09   2.385051e-09   0.000000e+00   0.000000e+00   0.000000e+00   3.710124e-39   
42     1.872453e-08   1.842094e-08   5.185889e-08   3.644166e-08   4.090932e-09   3.744991e-09   8.980220e-08   7.807728e-08   1.826494e-08   1.310636e-08   1.869407e-08   7.564594e-08   6.031513e-13   4.941769e-13   3.076563e-08   4.135345e-08   6.956096e-08   1.264742e-07   1.930692e-08   3.202713e-08   3.743733e-09   2.178103e-09   1.248667e-12   8.360404e-13   7.174414e-10   6.364137e-10   2.385051e-09   8.652048e-09   2.819952e-09   2.507583e-09   0.000000e+00   0.000000e+00   0.000000e+00   3.710124e-39   
43     1.971257e-08   1.934084e-08   5.466854e-08   3.844821e-08   4.311439e-09   3.947043e-09   9.439874e-08   8.238417e-08   1.926751e-08   1.383468e-08   1.974535e-08   7.945993e-08   6.349540e-13   5.203516e-13   3.241859e-08   4.350970e-08   7.308080e-08   1.329776e-07   2.034731e-08   3.380325e-08   3.945717e-09   2.295076e-09   1.314969e-12   8.808261e-13   7.554995e-10   6.707645e-10   2.507583e-09   9.157663e-09   2.963030e-09   2.637005e-09   0.000000e+00   0.000000e+00   0.000000e+00   3.710124e-39   
44     2.075572e-08   2.030825e-08   5.765580e-08   4.058987e-08   4.547755e-09   4.163727e-09   9.925441e-08   8.697167e-08   2.033802e-08   1.461459e-08   2.085393e-08   8.346291e-08   6.689678e-13   5.483487e-13   3.416045e-08   4.577721e-08   7.677583e-08   1.398567e-07   2.144272e-08   3.567531e-08   4.162328e-09   2.420901e-09   1.385932e-12   9.287715e-13   7.962873e-10   7.075654e-10   2.637005e-09   9.691564e-09   3.114088e-09   2.773773e-09   0.000000e+00   0.000000e+00   0.000000e+00   3.710124e-39   
45     2.185752e-08   2.132599e-08   6.083442e-08   4.287788e-08   4.801267e-09   4.396336e-09   1.043872e-07   9.186216e-08   2.148217e-08   1.545058e-08   2.202289e-08   8.766486e-08   7.053812e-13   5.783247e-13   3.599633e-08   4.816209e-08   8.065535e-08   1.471384e-07   2.259612e-08   3.764851e-08   4.394860e-09   2.556388e-09   1.461954e-12   9.801493e-13   8.400443e-10   7.470282e-10   2.773773e-09   1.025524e-08   3.273662e-09   2.918382e-09   0.000000e+00   0.000000e+00   0.000000e+00   3.710124e-39   
46     2.302176e-08   2.239710e-08   6.421940e-08   4.532455e-08   5.073500e-09   4.646297e-09   1.098166e-07   9.708011e-08   2.270617e-08   1.634757e-08   2.325549e-08   9.207634e-08   7.444015e-13   6.104511e-13   3.793162e-08   5.067080e-08   8.472920e-08   1.548523e-07   2.381068e-08   3.972831e-08   4.644736e-09   2.702433e-09   1.543472e-12   1.035259e-12   8.870344e-10   7.893862e-10   2.918382e-09   1.085025e-08   3.442327e-09   3.071364e-09   0.000000e+00   0.000000e+00   0.000000e+00   3.710124e-39   
47     2.425250e-08   2.352483e-08   6.782713e-08   4.794343e-08   5.366140e-09   4.915180e-09   1.155638e-07   1.026523e-07   2.401689e-08   1.731102e-08   2.455515e-08   9.670848e-08   7.862564e-13   6.449168e-13   3.997208e-08   5.331015e-08   8.900773e-08   1.630307e-07   2.508968e-08   4.192044e-08   4.913529e-09   2.860024e-09   1.630968e-12   1.094433e-12   9.375489e-10   8.348965e-10   3.071364e-09   1.147821e-08   3.620709e-09   3.233296e-09   0.000000e+00   0.000000e+00   0.000000e+00   3.710124e-39   
48     2.555413e-08   2.471266e-08   7.167557e-08   5.074942e-08   5.681044e-09   5.204722e-09   1.216522e-07   1.086082e-07   2.542186e-08   1.834692e-08   2.592543e-08   1.015730e-07   8.311972e-13   6.819302e-13   4.212379e-08   5.608739e-08   9.350191e-08   1.717091e-07   2.643662e-08   4.423090e-08   5.202974e-09   3.030259e-09   1.724973e-12   1.158034e-12   9.919095e-10   8.838431e-10   3.233296e-09   1.214079e-08   3.809485e-09   3.404802e-09   0.000000e+00   0.000000e+00   0.000000e+00   3.710124e-39   
49     2.693138e-08   2.596434e-08   7.578440e-08   5.375894e-08   6.020267e-09   5.516844e-09   1.281070e-07   1.149801e-07   2.692942e-08   1.946191e-08   2.737006e-08   1.066825e-07   8.795008e-13   7.217211e-13   4.439321e-08   5.901017e-08   9.822332e-08   1.809264e-07   2.785513e-08   4.666599e-08   5.514991e-09   3.214354e-09   1.826073e-12   1.226466e-12   1.050473e-09   9.365403e-10   3.404802e-09   1.283971e-08   4.009391e-09   3.586563e-09   0.000000e+00   0.000000e+00   0.000000e+00   3.710124e-39   
50     2.838933e-08   2.728392e-08   8.017521e-08   5.699011e-08   6.386085e-09   5.853674e-09   1.349560e-07   1.218037e-07   2.854874e-08   2.066334e-08   2.889293e-08   1.120499e-07   9.314734e-13   7.645438e-13   4.678722e-08   6.208659e-08   1.031842e-07   1.907256e-07   2.934908e-08   4.923229e-08   5.851709e-09   3.413662e-09   1.934918e-12   1.300176e-12   1.113634e-09   9.933360e-10   3.586563e-09   1.357679e-08   4.221228e-09   3.779318e-09   0.000000e+00   0.000000e+00   0.000000e+00   3.710124e-39   
51     2.993352e-08   2.867575e-08   8.487181e-08   6.046301e-08   6.781022e-09   6.217575e-09   1.422299e-07   1.291183e-07   3.028999e-08   2.195938e-08   3.049812e-08   1.176892e-07   9.874543e-13   8.106799e-13   4.931314e-08   6.532527e-08   1.083976e-07   2.011540e-07   3.092251e-08   5.193670e-08   6.215487e-09   3.629690e-09   2.052226e-12   1.379658e-12   1.181831e-09   1.054617e-09   3.779318e-09   1.435385e-08   4.445869e-09   3.983873e-09   0.000000e+00   0.000000e+00   0.000000e+00   3.710124e-39   
52     3.156991e-08   3.014453e-08   8.990040e-08   6.419983e-08   7.207882e-09   6.611172e-09   1.499624e-07   1.369673e-07   3.216444e-08   2.335910e-08   3.218986e-08   1.236153e-07   1.047819e-12   8.604419e-13   5.197873e-08   6.873536e-08   1.138772e-07   2.122643e-07   3.257969e-08   5.478645e-08   6.608951e-09   3.864114e-09   2.178794e-12   1.465463e-12   1.255554e-09   1.120812e-09   3.983873e-09   1.517282e-08   4.684271e-09   4.201109e-09   0.000000e+00   0.000000e+00   0.000000e+00   3.710124e-39   
53     3.330499e-08   3.169539e-08   9.528994e-08   6.822527e-08   7.669786e-09   7.037389e-09   1.581908e-07   1.453988e-07   3.418461e-08   2.487258e-08   3.397259e-08   1.298437e-07   1.112986e-12   9.141768e-13   5.479232e-08   7.232658e-08   1.196377e-07   2.241149e-07   3.432511e-08   5.778909e-08   7.035025e-09   4.118811e-09   2.315510e-12   1.558202e-12   1.335346e-09   1.192400e-09   4.201109e-09   1.603566e-08   4.937480e-09   4.431992e-09   0.000000e+00   0.000000e+00   0.000000e+00   3.710124e-39   
54     3.514582e-08   3.333385e-08   1.010725e-07   7.256675e-08   8.170215e-09   7.499489e-09   1.669564e-07   1.544665e-07   3.636441e-08   2.651111e-08   3.585093e-08   1.363913e-07   1.183420e-12   9.722714e-13   5.776278e-08   7.610933e-08   1.256947e-07   2.367712e-07   3.616354e-08   6.095252e-08   7.496971e-09   4.395880e-09   2.463362e-12   1.658558e-12   1.421817e-09   1.269916e-09   4.431992e-09   1.694437e-08   5.206645e-09   4.677583e-09   0.000000e+00   0.000000e+00   0.000000e+00   3.710124e-39   
55     3.710012e-08   3.506599e-08   1.072837e-07   7.725487e-08   8.713057e-09   8.001120e-09   1.763053e-07   1.642299e-07   3.871937e-08   2.828727e-08   3.782969e-08   1.432758e-07   1.259638e-12   1.035157e-12   6.089963e-08   8.009471e-08   1.320647e-07   2.503063e-07   3.809998e-08   6.428505e-08   7.998432e-09   4.697673e-09   2.623453e-12   1.767294e-12   1.515646e-09   1.353957e-09   4.677583e-09   1.790104e-08   5.493034e-09   4.939050e-09   0.000000e+00   0.000000e+00   0.000000e+00   3.710124e-39   
56     3.917630e-08   3.689840e-08   1.139631e-07   8.232381e-08   9.302665e-09   8.546365e-09   1.862891e-07   1.747555e-07   4.126685e-08   3.021518e-08   3.991389e-08   1.505162e-07   1.342220e-12   1.103315e-12   6.421309e-08   8.429462e-08   1.387656e-07   2.648024e-07   4.013977e-08   6.779534e-08   8.543495e-09   5.026834e-09   2.797017e-12   1.885263e-12   1.617598e-09   1.445192e-09   4.939050e-09   1.890778e-08   5.798047e-09   5.217685e-09   0.000000e+00   0.000000e+00   0.000000e+00   3.710124e-39   
57     4.138362e-08   3.883835e-08   1.211550e-07   8.781186e-08   9.943923e-09   9.139812e-09   1.969655e-07   1.861178e-07   4.402628e-08   3.231070e-08   4.210876e-08   1.581331e-07   1.431815e-12   1.177286e-12   6.771416e-08   8.872184e-08   1.458165e-07   2.803525e-07   4.228853e-08   7.149251e-08   9.136742e-09   5.386340e-09   2.985436e-12   2.013422e-12   1.728531e-09   1.544374e-09   5.217685e-09   1.996677e-08   6.123235e-09   5.514919e-09   0.000000e+00   0.000000e+00   0.000000e+00   3.710124e-39   
58     4.373226e-08   4.089384e-08   1.289087e-07   9.376203e-08   1.064232e-08   9.786618e-09   2.083995e-07   1.984006e-07   4.701951e-08   3.459170e-08   4.441977e-08   1.661483e-07   1.529149e-12   1.257675e-12   7.141473e-08   9.339017e-08   1.532379e-07   2.970618e-07   4.455229e-08   7.538613e-08   9.783331e-09   5.779548e-09   3.190264e-12   2.152848e-12   1.849412e-09   1.652351e-09   5.514919e-09   2.108025e-08   6.470321e-09   5.832342e-09   0.000000e+00   0.000000e+00   0.000000e+00   3.710124e-39   
59     4.623349e-08   4.307369e-08   1.372799e-07   1.002227e-07   1.140405e-08   1.049260e-08   2.206647e-07   2.116981e-07   5.027112e-08   3.707833e-08   4.685265e-08   1.745858e-07   1.635040e-12   1.345164e-12   7.532773e-08   9.831457e-08   1.610519e-07   3.150502e-07   4.693748e-08   7.948627e-08   1.048908e-08   6.210259e-09   3.413249e-12   2.304754e-12   1.981335e-09   1.770078e-09   5.832342e-09   2.225051e-08   6.841230e-09   6.171730e-09   0.000000e+00   0.000000e+00   0.000000e+00   3.710124e-39   
60     4.889978e-08   4.538771e-08   1.463310e-07   1.072486e-07   1.223610e-08   1.126434e-08   2.338449e-07   2.261169e-07   5.380888e-08   3.979342e-08   4.941336e-08   1.834712e-07   1.750409e-12   1.440520e-12   7.946721e-08   1.035113e-07   1.692828e-07   3.344552e-07   4.945100e-08   8.380357e-08   1.126055e-08   6.682778e-09   3.656365e-12   2.470511e-12   2.125537e-09   1.898637e-09   6.171730e-09   2.347992e-08   7.238116e-09   6.535070e-09   0.000000e+00   0.000000e+00   0.000000e+00   3.710124e-39   
61     5.174505e-08   4.784686e-08   1.561326e-07   1.149017e-07   1.314640e-08   1.210928e-08   2.480356e-07   2.417782e-07   5.766427e-08   4.276288e-08   5.210822e-08   1.928327e-07   1.876298e-12   1.544613e-12   8.384860e-08   1.089981e-07   1.779568e-07   3.554347e-07   5.210029e-08   8.834928e-08   1.210521e-08   7.202001e-09   3.921845e-12   2.651669e-12   2.283423e-09   2.039257e-09   6.535070e-09   2.477090e-08   7.663398e-09   6.924595e-09   0.000000e+00   0.000000e+00   0.000000e+00   3.710124e-39   
62     5.478485e-08   5.046337e-08   1.667651e-07   1.232523e-07   1.414394e-08   1.303591e-08   2.633466e-07   2.588199e-07   6.187303e-08   4.601626e-08   5.494383e-08   2.027011e-07   2.013883e-12   1.658426e-12   8.848887e-08   1.147947e-07   1.871027e-07   3.781713e-07   5.489342e-08   9.313539e-08   1.303153e-08   7.773510e-09   4.212224e-12   2.849992e-12   2.456595e-09   2.193335e-09   6.924595e-09   2.612600e-08   8.119808e-09   7.342825e-09   0.000000e+00   0.000000e+00   0.000000e+00   3.710124e-39   
63     5.803667e-08   5.325105e-08   1.783196e-07   1.323807e-07   1.523899e-08   1.405387e-08   2.799044e-07   2.774000e-07   6.647594e-08   4.958730e-08   5.792720e-08   2.131104e-07   2.164506e-12   1.783076e-12   9.340684e-08   1.209225e-07   1.967523e-07   4.028774e-07   5.783922e-08   9.817466e-08   1.404915e-08   8.403685e-09   4.530386e-12   3.067488e-12   2.646879e-09   2.362466e-09   7.342825e-09   2.754785e-08   8.610437e-09   7.792613e-09   0.000000e+00   0.000000e+00   0.000000e+00   3.710124e-39   
64     6.152025e-08   5.622551e-08   1.909006e-07   1.423788e-07   1.644326e-08   1.517423e-08   2.978561e-07   2.977000e-07   7.151967e-08   5.351471e-08   6.106581e-08   2.240984e-07   2.329688e-12   1.919837e-12   9.862350e-08   1.274056e-07   2.069409e-07   4.298016e-07   6.094739e-08   1.034808e-07   1.516913e-08   9.099843e-09   4.879621e-12   3.306448e-12   2.856373e-09   2.548477e-09   7.792613e-09   2.903926e-08   9.138807e-09   8.277209e-09   0.000000e+00   0.000000e+00   0.000000e+00   3.710124e-39   
65     6.525802e-08   5.940452e-08   2.046282e-07   1.533523e-07   1.777020e-08   1.640965e-08   3.173732e-07   3.199295e-07   7.705786e-08   5.784306e-08   6.436762e-08   2.357071e-07   2.511174e-12   2.070164e-12   1.041624e-07   1.342712e-07   2.177079e-07   4.592361e-07   6.422866e-08   1.090688e-07   1.640413e-08   9.870404e-09   5.263698e-12   3.569502e-12   3.087485e-09   2.753466e-09   8.277209e-09   3.060319e-08   9.708939e-09   8.800325e-09   0.000000e+00   0.000000e+00   0.000000e+00   3.710124e-39   
66     6.927559e-08   6.280841e-08   2.196409e-07   1.654231e-07   1.923528e-08   1.777473e-08   3.386575e-07   3.443322e-07   8.315237e-08   6.262391e-08   6.784126e-08   2.479839e-07   2.710957e-12   2.235725e-12   1.100503e-07   1.415496e-07   2.290978e-07   4.915275e-07   6.769505e-08   1.149546e-07   1.776876e-08   1.072509e-08   5.686947e-12   3.859669e-12   3.342998e-09   2.979854e-09   8.800325e-09   3.224285e-08   1.032545e-08   9.366223e-09   0.000000e+00   0.000000e+00   0.000000e+00   3.710124e-39   
67     7.360236e-08   6.646058e-08   2.360995e-07   1.787325e-07   2.085641e-08   1.928636e-08   3.619473e-07   3.711922e-07   8.987493e-08   6.791710e-08   7.149608e-08   2.609825e-07   2.931332e-12   2.418440e-12   1.163177e-07   1.492755e-07   2.411608e-07   5.270886e-07   7.136013e-08   1.211562e-07   1.927988e-08   1.167517e-08   6.154360e-12   4.180438e-12   3.626134e-09   3.230444e-09   9.366223e-09   3.396177e-08   1.099368e-08   9.979822e-09   0.000000e+00   0.000000e+00   0.000000e+00   3.710124e-39   
68     7.827230e-08   7.038811e-08   2.541918e-07   1.934453e-07   2.265432e-08   2.096412e-08   3.875266e-07   4.008434e-07   9.730905e-08   7.379245e-08   7.534237e-08   2.747642e-07   3.174949e-12   2.620524e-12   1.229995e-07   1.574889e-07   2.539545e-07   5.664155e-07   7.523932e-08   1.276932e-07   2.095708e-08   1.273376e-08   6.671717e-12   4.535848e-12   3.940642e-09   3.508493e-09   9.979822e-09   3.576387e-08   1.171980e-08   1.064683e-08   0.000000e+00   0.000000e+00   0.000000e+00   3.710124e-39   
69     8.332493e-08   7.462258e-08   2.741379e-07   2.097543e-07   2.465320e-08   2.283087e-08   4.157359e-07   4.336802e-07   1.055525e-07   8.033183e-08   7.939154e-08   2.893997e-07   3.444875e-12   2.844545e-12   1.301367e-07   1.662357e-07   2.675450e-07   6.101086e-07   7.935039e-08   1.345877e-07   2.282320e-08   1.391619e-08   7.245736e-12   4.930598e-12   4.290904e-09   3.817807e-09   1.064683e-08   3.765359e-08   1.251104e-08   1.137390e-08   0.000000e+00   0.000000e+00   0.000000e+00   3.710124e-39   
70     8.880651e-08   7.920098e-08   2.961978e-07   2.278868e-07   2.688138e-08   2.491335e-08   4.469867e-07   4.701715e-07   1.147203e-07   8.763178e-08   8.365640e-08   3.049708e-07   3.744679e-12   3.093492e-12   1.377770e-07   1.755699e-07   2.820094e-07   6.589004e-07   8.371396e-08   1.418646e-07   2.490498e-08   1.524045e-08   7.884259e-12   5.370178e-12   4.682066e-09   4.162850e-09   1.137390e-08   3.963603e-08   1.337584e-08   1.216883e-08   0.000000e+00   0.000000e+00   0.000000e+00   3.710124e-39   
71     9.477159e-08   8.416703e-08   3.206808e-07   2.481120e-07   2.937217e-08   2.724308e-08   4.817804e-07   5.108792e-07   1.249488e-07   9.580675e-08   8.815149e-08   3.215734e-07   4.078530e-12   3.370858e-12   1.459771e-07   1.855547e-07   2.974378e-07   7.136920e-07   8.835426e-08   1.495526e-07   2.723393e-08   1.672780e-08   8.596487e-12   5.861036e-12   5.120199e-09   4.548886e-09   1.216883e-08   4.171720e-08   1.432420e-08   1.304083e-08   0.000000e+00   0.000000e+00   0.000000e+00   3.710124e-39   
72     1.012849e-07   8.957270e-08   3.479567e-07   2.707510e-07   3.216502e-08   2.985735e-08   5.207332e-07   5.564812e-07   1.364002e-07   1.049933e-07   9.289355e-08   3.393210e-07   4.451326e-12   3.680745e-12   1.548045e-07   1.962658e-07   3.139368e-07   7.756028e-07   9.330002e-08   1.576848e-07   2.984732e-08   1.840342e-08   9.393269e-12   6.410775e-12   5.612510e-09   4.982158e-09   1.304083e-08   4.390423e-08   1.536797e-08   1.400083e-08   0.000000e+00   0.000000e+00   0.000000e+00   3.710124e-39   
73     1.084242e-07   9.548023e-08   3.784719e-07   2.961897e-07   3.530689e-08   3.280058e-08   5.646092e-07   6.078024e-07   1.492694e-07   1.153557e-07   9.790204e-08   3.583484e-07   4.868841e-12   4.027996e-12   1.643411e-07   2.077936e-07   3.316334e-07   8.460363e-07   9.858567e-08   1.663001e-07   3.278956e-08   2.029742e-08   1.028746e-11   7.028420e-12   6.167599e-09   5.470114e-09   1.400083e-08   4.620570e-08   1.652133e-08   1.506190e-08   0.000000e+00   0.000000e+00   0.000000e+00   3.710124e-39   
74     1.162829e-07   1.019648e-07   4.127688e-07   3.248950e-07   3.885401e-08   3.612601e-08   6.143656e-07   6.658555e-07   1.637918e-07   1.270924e-07   1.031999e-07   3.788180e-07   5.337928e-12   4.418357e-12   1.746870e-07   2.202479e-07   3.506808e-07   9.267720e-07   1.042529e-07   1.754445e-07   3.611387e-08   2.244592e-08   1.129441e-11   7.724738e-12   6.795801e-09   6.021696e-09   1.506190e-08   4.863213e-08   1.780134e-08   1.623976e-08   0.000000e+00   0.000000e+00   0.000000e+00   3.710124e-39   
75     1.249751e-07   1.091178e-07   4.515131e-07   3.574370e-07   4.287426e-08   3.989788e-08   6.712145e-07   7.318956e-07   1.802546e-07   1.404461e-07   1.088145e-07   4.009268e-07   5.866766e-12   4.858688e-12   1.859655e-07   2.337635e-07   3.712647e-07   1.020092e-06   1.103528e-07   1.851732e-07   3.988448e-08   2.489261e-08   1.243252e-11   8.512662e-12   7.509616e-09   6.647716e-09   1.623976e-08   5.119650e-08   1.922874e-08   1.755349e-08   0.000000e+00   0.000000e+00   0.000000e+00   3.710124e-39   
76     1.346410e-07   1.170518e-07   4.955292e-07   3.945185e-07   4.745013e-08   4.419435e-08   7.367078e-07   8.074955e-07   1.990111e-07   1.557154e-07   1.147789e-07   4.249163e-07   6.465177e-12   5.357233e-12   1.983310e-07   2.485070e-07   3.936136e-07   1.128959e-06   1.169486e-07   1.955534e-07   4.417951e-08   2.769075e-08   1.372404e-11   9.407836e-12   8.324286e-09   7.361349e-09   1.755349e-08   5.391503e-08   2.082886e-08   1.902644e-08   0.000000e+00   0.000000e+00   0.000000e+00   3.710124e-39   
77     1.454548e-07   1.259060e-07   5.458490e-07   4.370143e-07   5.268281e-08   4.911126e-08   8.128595e-07   8.946496e-07   2.205003e-07   1.732720e-07   1.211335e-07   4.510855e-07   7.145041e-12   5.923964e-12   2.119793e-07   2.646873e-07   4.180103e-07   1.257281e-06   1.241193e-07   2.066677e-07   4.909477e-08   3.090578e-08   1.519607e-11   1.042932e-11   9.258548e-09   8.178783e-09   1.902644e-08   5.680812e-08   2.263304e-08   2.068742e-08   0.000000e+00   0.000000e+00   0.000000e+00   3.710124e-39   
78     1.576354e-07   1.358554e-07   6.037798e-07   4.860268e-07   5.869750e-08   5.476728e-08   9.023200e-07   9.959217e-07   2.452744e-07   1.935836e-07   1.279282e-07   4.798084e-07   7.920837e-12   6.571038e-12   2.271615e-07   2.825697e-07   4.448096e-07   1.410288e-06   1.319650e-07   2.186190e-07   5.474888e-08   3.461887e-08   1.688192e-11   1.160055e-11   1.033566e-08   9.120102e-09   2.068742e-08   5.990175e-08   2.468034e-08   2.257237e-08   0.000000e+00   0.000000e+00   0.000000e+00   3.710124e-39   
79     1.714612e-07   1.471218e-07   6.710006e-07   5.429640e-07   6.565083e-08   6.131089e-08   1.008635e-06   1.114660e-06   2.740366e-07   2.172464e-07   1.352255e-07   5.115582e-07   8.810360e-12   7.313404e-12   2.442055e-07   3.024954e-07   4.744614e-07   1.595122e-06   1.406144e-07   2.315374e-07   6.129030e-08   3.893175e-08   1.882284e-11   1.295059e-11   1.158478e-08   1.021048e-08   2.257237e-08   6.322920e-08   2.702011e-08   2.472664e-08   0.000000e+00   0.000000e+00   0.000000e+00   3.710124e-39   
80     1.872918e-07   1.599908e-07   7.497009e-07   6.096519e-07   7.374107e-08   6.893011e-08   1.136636e-06   1.255319e-06   3.076967e-07   2.450323e-07   1.431046e-07   5.469410e-07   9.835686e-12   8.169609e-12   2.635467e-07   3.249104e-07   5.075431e-07   1.821753e-06   1.502347e-07   2.455897e-07   6.890696e-08   4.397345e-08   2.107056e-11   1.451589e-11   1.304293e-08   1.148186e-08   2.472664e-08   6.683357e-08   2.971541e-08   2.720819e-08   0.000000e+00   0.000000e+00   0.000000e+00   3.710124e-39   
81     2.055993e-07   1.748359e-07   8.427905e-07   6.885041e-07   8.322272e-08   7.786635e-08   1.293062e-06   1.423964e-06   3.474533e-07   2.779583e-07   1.516674e-07   5.867425e-07   1.102449e-11   9.162911e-12   2.857758e-07   3.504090e-07   5.448067e-07   2.104492e-06   1.610479e-07   2.609938e-07   7.784020e-08   4.990987e-08   2.369066e-11   1.634266e-11   1.475774e-08   1.297534e-08   2.720819e-08   7.077127e-08   3.284818e-08   3.009223e-08   0.000000e+00   0.000000e+00   0.000000e+00   3.710124e-39   
82     2.270166e-07   1.921559e-07   9.542244e-07   7.827836e-07   9.442785e-08   8.843465e-08   1.487570e-06   1.629093e-06   3.949202e-07   3.173945e-07   1.610468e-07   6.319961e-07   1.241188e-11   1.032283e-11   3.117149e-07   3.798014e-07   5.872458e-07   2.464635e-06   1.733540e-07   2.780402e-07   8.840495e-08   5.695778e-08   2.676744e-11   1.849036e-11   1.679154e-08   1.474467e-08   3.009223e-08   7.511703e-08   3.652677e-08   3.347819e-08   0.000000e+00   0.000000e+00   0.000000e+00   3.710124e-39   
83     2.524138e-07   2.126330e-07   1.089535e-06   8.970311e-07   1.077984e-07   1.010543e-07   1.734506e-06   1.883073e-06   4.523328e-07   3.652383e-07   1.714200e-07   6.840811e-07   1.404302e-11   1.168732e-11   3.425463e-07   4.142251e-07   6.361969e-07   2.935411e-06   1.875701e-07   2.971268e-07   1.010204e-07   6.540604e-08   3.041106e-11   2.103673e-11   1.922749e-08   1.686154e-08   3.347819e-08   7.997144e-08   4.089786e-08   3.750053e-08   0.000000e+00   0.000000e+00   0.000000e+00   3.710124e-39   
84     2.830283e-07   2.372320e-07   1.256753e-06   1.037808e-06   1.239372e-07   1.162976e-07   2.056222e-06   2.204836e-06   5.229024e-07   4.242142e-07   1.830287e-07   7.448699e-07   1.597693e-11   1.330604e-11   3.800475e-07   4.553430e-07   6.934952e-07   3.572207e-06   2.042978e-07   3.188195e-07   1.162585e-07   7.564900e-08   3.476835e-11   2.408537e-11   2.217933e-08   1.942402e-08   3.750053e-08   8.547259e-08   4.616593e-08   4.234647e-08   0.000000e+00   0.000000e+00   0.000000e+00   3.710124e-39   
85     3.207002e-07   2.673797e-07   1.468144e-06   1.215088e-06   1.436934e-07   1.349702e-07   2.489894e-06   2.625489e-06   6.114752e-07   4.984291e-07   1.962140e-07   8.169519e-07   1.829230e-11   1.524517e-11   4.270577e-07   5.057285e-07   7.617273e-07   4.476066e-06   2.244511e-07   3.439654e-07   1.349249e-07   8.824235e-08   4.003985e-11   2.777785e-11   2.580783e-08   2.257065e-08   4.234647e-08   9.181520e-08   5.262769e-08   4.828732e-08   0.000000e+00   0.000000e+00   0.000000e+00   3.710124e-39   
86     3.683463e-07   3.053226e-07   1.743794e-06   1.445138e-06   1.683161e-07   1.582576e-07   3.103210e-06   3.201316e-06   7.258823e-07   5.945096e-07   2.114802e-07   9.039843e-07   2.109666e-11   1.759517e-11   4.885204e-07   5.697073e-07   8.446690e-07   5.852105e-06   2.495290e-07   3.739349e-07   1.582045e-07   1.040031e-07   4.650844e-11   3.231388e-11   3.035031e-08   2.650599e-08   4.828732e-08   9.928417e-08   6.073839e-08   5.573852e-08   0.000000e+00   0.000000e+00   0.000000e+00   3.710124e-39   
87     4.310233e-07   3.549290e-07   2.119912e-06   1.757175e-06   1.997562e-07   1.880108e-07   4.033302e-06   4.046594e-06   8.800355e-07   7.242022e-07   2.296274e-07   1.011262e-06   2.454167e-11   2.048362e-11   5.740144e-07   6.553700e-07   9.481109e-07   8.088282e-06   2.822556e-07   4.111870e-07   1.879476e-07   1.242058e-07   5.459089e-11   3.798765e-11   3.617954e-08   3.155128e-08   5.573852e-08   1.083190e-07   7.125478e-08   6.538873e-08   0.000000e+00   0.000000e+00   0.000000e+00   3.710124e-39   
