Iter.  R0.in(2)       R0.out(3)      R1.in(4)       R1.out(5)      R2.in(6)       R2.out(7)      R3.in(8)       R3.out(9)      R4.in(10)      R4.out(11)     R5.in(12)      R5.out(13)     R6.in(14)      R6.out(15)     R7.in(16)      R7.out(17)     R8.in(18)      R8.out(19)     R9.in(20)      R9.out(21)     R10.in(22)     R10.out(23)    R11.in(24)     R11.out(25)    R12.in(26)     R12.out(27)    R13.in(28)     R13.out(29)    R14.in(30)     R14.out(31)    R15.in(32)     R15.out(33)    R16.in(34)     R16.out(35)    
88     5.185408e-07   4.236542e-07   2.669732e-06   2.210142e-06   2.413328e-07   2.273774e-07   5.539543e-06   5.382052e-06   1.101675e-06   9.108883e-07   2.520536e-07   1.146681e-06   2.885077e-11   2.409849e-11   7.015202e-07   7.775545e-07   1.081182e-06   1.085597e-05   3.275406e-07   4.601154e-07   2.273011e-07   1.510142e-07   6.493987e-11   4.525972e-11   4.393427e-08   3.825701e-08   6.538873e-08   1.196519e-07   8.557510e-08   7.850604e-08   0.000000e+00   0.000000e+00   0.000000e+00   3.710124e-39   
89     6.494353e-07   5.255234e-07   3.534663e-06   2.918311e-06   2.993514e-07   2.823357e-07   7.409361e-06   7.062443e-06   1.444507e-06   1.199947e-06   2.812285e-07   1.322243e-06   3.437374e-11   2.873398e-11   8.650831e-07   9.327730e-07   1.253134e-06   1.245350e-05   3.850288e-07   5.204796e-07   2.822409e-07   1.885295e-07   7.866972e-11   5.491600e-11   5.482444e-08   4.766596e-08   7.850604e-08   1.346352e-07   1.063361e-07   9.748190e-08   0.000000e+00   0.000000e+00   0.000000e+00   3.710124e-39   
90     8.173785e-07   6.559814e-07   4.628954e-06   3.819701e-06   3.859713e-07   3.644159e-07   8.515340e-06   8.181420e-06   1.887568e-06   1.575734e-06   3.177486e-07   1.553454e-06   4.170748e-11   3.489203e-11   1.000735e-06   1.072942e-06   1.468190e-06   1.311357e-05   4.413833e-07   5.806372e-07   3.642935e-07   2.446711e-07   9.788300e-11   6.843864e-11   7.097151e-08   6.160562e-08   9.748190e-08   1.558239e-07   1.345816e-07   1.234024e-07   0.000000e+00   0.000000e+00   0.000000e+00   3.710124e-39   
91     9.603928e-07   7.689406e-07   5.383150e-06   4.464701e-06   5.045117e-07   4.768460e-07   8.995493e-06   8.851504e-06   2.234367e-06   1.875523e-06   3.574311e-07   1.859555e-06   5.197762e-11   4.351894e-11   1.100636e-06   1.194033e-06   1.741462e-06   1.338105e-05   4.974482e-07   6.414855e-07   4.766859e-07   3.219383e-07   1.262745e-10   8.843493e-11   9.274316e-08   8.038864e-08   1.234024e-07   1.844038e-07   1.649273e-07   1.516270e-07   0.000000e+00   0.000000e+00   0.000000e+00   3.710124e-39   
92     1.082029e-06   8.673930e-07   5.851048e-06   4.890599e-06   6.252181e-07   5.915816e-07   9.210080e-06   9.387446e-06   2.485888e-06   2.098891e-06   4.013249e-07   2.273987e-06   6.716435e-11   5.628032e-11   1.187250e-06   1.316461e-06   2.104080e-06   1.352161e-05   5.607482e-07   7.098193e-07   5.913830e-07   4.016743e-07   1.646993e-10   1.155391e-10   1.150920e-07   9.965917e-08   1.516270e-07   2.154701e-07   1.939196e-07   1.787238e-07   0.000000e+00   0.000000e+00   0.000000e+00   3.710124e-39   
93     1.196896e-06   9.624639e-07   6.228414e-06   5.250918e-06   7.329928e-07   6.943388e-07   9.340427e-06   9.980658e-06   2.701920e-06   2.295117e-06   4.500775e-07   2.841019e-06   8.774936e-11   7.359080e-11   1.278512e-06   1.458149e-06   2.595638e-06   1.367719e-05   6.340839e-07   7.881499e-07   6.941056e-07   4.741900e-07   2.047469e-10   1.438810e-10   1.354574e-07   1.172059e-07   1.787238e-07   2.453536e-07   2.209845e-07   2.039695e-07   0.000000e+00   0.000000e+00   0.000000e+00   3.710124e-39   
94     1.317352e-06   1.063634e-06   6.639936e-06   5.645544e-06   8.296584e-07   7.868122e-07   9.485262e-06   1.079248e-05   2.927437e-06   2.502023e-06   5.029530e-07   3.608937e-06   1.092744e-10   9.172039e-11   1.384963e-06   1.632475e-06   3.258227e-06   1.393761e-05   7.197925e-07   8.784869e-07   7.865480e-07   5.405383e-07   2.415633e-10   1.700516e-10   1.541873e-07   1.333260e-07   2.039695e-07   2.732618e-07   2.475469e-07   2.286245e-07   0.000000e+00   0.000000e+00   0.000000e+00   3.710124e-39   
95     1.457856e-06   1.182050e-06   7.191264e-06   6.161001e-06   9.234454e-07   8.767867e-07   9.708226e-06   1.196625e-05   3.204905e-06   2.756208e-06   5.604885e-07   4.613330e-06   1.291504e-10   1.084969e-10   1.514943e-06   1.852722e-06   4.123478e-06   1.436383e-05   8.219331e-07   9.842934e-07   8.764922e-07   6.060000e-07   2.754042e-10   1.942209e-10   1.727921e-07   1.493186e-07   2.286245e-07   3.005282e-07   2.761147e-07   2.549886e-07   0.000000e+00   0.000000e+00   0.000000e+00   3.710124e-39   
96     1.633985e-06   1.329794e-06   7.977192e-06   6.875626e-06   1.025748e-06   9.750902e-07   1.005396e-05   1.327389e-05   3.574871e-06   3.093519e-06   6.250284e-07   5.845557e-06   1.475064e-10   1.240260e-10   1.675380e-06   2.133427e-06   5.186864e-06   1.497987e-05   9.456599e-07   1.109956e-06   9.747628e-07   6.780978e-07   3.088122e-10   2.181750e-10   1.933986e-07   1.670121e-07   2.549886e-07   3.296105e-07   3.097755e-07   2.859153e-07   0.000000e+00   0.000000e+00   0.000000e+00   3.710124e-39   
97     1.842649e-06   1.504996e-06   8.861128e-06   7.676037e-06   1.149619e-06   1.094181e-06   1.054084e-05   1.431176e-05   3.994289e-06   3.477945e-06   6.999457e-07   7.228821e-06   1.656990e-10   1.394464e-10   1.867094e-06   2.487468e-06   6.387499e-06   1.575735e-05   1.095264e-06   1.259039e-06   1.093814e-06   7.656825e-07   3.455122e-10   2.445502e-10   2.184005e-07   1.884607e-07   2.859153e-07   3.635768e-07   3.501016e-07   3.229701e-07   0.000000e+00   0.000000e+00   0.000000e+00   3.710124e-39   
98     2.070223e-06   1.697947e-06   9.589767e-06   8.355121e-06   1.295151e-06   1.234227e-06   1.115106e-05   1.516043e-05   4.372019e-06   3.830469e-06   7.885439e-07   8.640264e-06   1.857304e-10   1.564448e-10   2.085056e-06   2.926564e-06   7.626405e-06   1.662525e-05   1.274340e-06   1.434388e-06   1.233813e-06   8.691835e-07   3.897499e-10   2.763713e-10   2.478507e-07   2.137032e-07   3.229701e-07   4.041386e-07   3.959349e-07   3.651495e-07   0.000000e+00   0.000000e+00   0.000000e+00   3.710124e-39   
99     2.324124e-06   1.914715e-06   1.020644e-05   8.952371e-06   1.447264e-06   1.380919e-06   1.184075e-05   1.592010e-05   4.717611e-06   4.158868e-06   8.930729e-07   9.970952e-06   2.098978e-10   1.769626e-10   2.325870e-06   3.466327e-06   8.816748e-06   1.750735e-05   1.486963e-06   1.639123e-06   1.380456e-06   9.787985e-07   4.418885e-10   3.139288e-10   2.791276e-07   2.404803e-07   3.651495e-07   4.502546e-07   4.460387e-07   4.111405e-07   0.000000e+00   0.000000e+00   0.000000e+00   3.710124e-39   
100    2.610283e-06   2.160045e-06   1.077460e-05   9.523122e-06   1.599589e-06   1.528209e-06   1.256314e-05   1.661827e-05   5.052128e-06   4.481321e-06   1.014466e-06   1.116252e-05   2.384219e-10   2.011962e-10   2.587562e-06   4.123115e-06   9.913424e-06   1.835075e-05   1.736394e-06   1.875520e-06   1.527696e-06   1.090373e-06   4.975628e-10   3.541513e-10   3.111328e-07   2.678427e-07   4.111405e-07   5.005287e-07   5.001625e-07   4.606162e-07   0.000000e+00   0.000000e+00   0.000000e+00   3.710124e-39   
101    2.933947e-06   2.438109e-06   1.131404e-05   1.008723e-05   1.752330e-06   1.676310e-06   1.328693e-05   1.726311e-05   5.384462e-06   4.805577e-06   1.153070e-06   1.220079e-05   2.689700e-10   2.271865e-10   2.869971e-06   4.909301e-06   1.090696e-05   1.913068e-05   2.025184e-06   2.145350e-06   1.675748e-06   1.204141e-06   5.546360e-10   3.955320e-10   3.439570e-07   2.958638e-07   4.606162e-07   5.546223e-07   5.588833e-07   5.140699e-07   0.000000e+00   0.000000e+00   0.000000e+00   3.710124e-39   
102    3.300022e-06   2.752929e-06   1.183170e-05   1.065626e-05   1.907187e-06   1.826870e-06   1.399866e-05   1.786621e-05   5.720647e-06   5.136981e-06   1.309547e-06   1.309643e-05   3.003977e-10   2.539714e-10   3.174566e-06   5.825746e-06   1.180630e-05   1.984411e-05   2.353538e-06   2.448990e-06   1.826257e-06   1.321379e-06   6.131082e-10   4.380785e-10   3.779748e-07   3.248609e-07   5.140699e-07   6.130833e-07   6.229729e-07   5.721873e-07   0.000000e+00   0.000000e+00   0.000000e+00   3.710124e-39   
103    3.710161e-06   3.106438e-06   1.233576e-05   1.124812e-05   2.066234e-06   1.981900e-06   1.469679e-05   1.844637e-05   6.069685e-06   5.483671e-06   1.484365e-06   1.387104e-05   3.327109e-10   2.815587e-10   3.502695e-06   6.847429e-06   1.262474e-05   2.050032e-05   2.714633e-06   2.781830e-06   1.981235e-06   1.443674e-06   6.735977e-10   4.822410e-10   4.136299e-07   3.552100e-07   5.721873e-07   6.766755e-07   6.929988e-07   6.354845e-07   0.000000e+00   0.000000e+00   0.000000e+00   3.710124e-39   
104    4.157758e-06   3.495058e-06   1.283747e-05   1.189458e-05   2.232333e-06   2.144186e-06   1.538219e-05   1.902352e-05   6.447065e-06   5.859866e-06   1.675736e-06   1.454844e-05   3.662513e-10   3.102406e-10   3.851865e-06   7.900966e-06   1.336889e-05   2.110712e-05   3.087231e-06   3.127568e-06   2.143465e-06   1.573224e-06   7.368790e-10   5.285849e-10   4.514963e-07   3.873979e-07   6.354845e-07   7.459886e-07   7.689486e-07   7.039911e-07   0.000000e+00   0.000000e+00   0.000000e+00   3.710124e-39   
105    4.620148e-06   3.903854e-06   1.334609e-05   1.264967e-05   2.410032e-06   2.318151e-06   1.604393e-05   1.960136e-05   6.878861e-06   6.289839e-06   1.876235e-06   1.514679e-05   4.014484e-10   3.403847e-10   4.209375e-06   8.879121e-06   1.403463e-05   2.165884e-05   3.439664e-06   3.460283e-06   2.317372e-06   1.713519e-06   8.039537e-10   5.778425e-10   4.924206e-07   4.221430e-07   7.039911e-07   8.210980e-07   8.496186e-07   7.767417e-07   0.000000e+00   0.000000e+00   0.000000e+00   3.710124e-39   
106    5.062999e-06   4.309442e-06   1.385945e-05   1.360690e-05   2.606876e-06   2.511144e-06   1.665449e-05   2.015501e-05   7.410068e-06   6.815858e-06   2.073598e-06   1.567403e-05   4.388585e-10   3.724673e-10   4.553634e-06   9.710099e-06   1.461577e-05   2.214247e-05   3.750440e-06   3.761745e-06   2.510300e-06   1.870343e-06   8.762894e-10   6.310874e-10   5.378159e-07   4.606457e-07   7.767417e-07   9.010060e-07   9.331912e-07   8.523033e-07   0.000000e+00   0.000000e+00   0.000000e+00   3.710124e-39   
107    5.463939e-06   4.697774e-06   1.436240e-05   1.494687e-05   2.835771e-06   2.735757e-06   1.718958e-05   2.065087e-05   8.126974e-06   7.518605e-06   2.258651e-06   1.613352e-05   4.792968e-10   4.071865e-10   4.869491e-06   1.038166e-05   1.511289e-05   2.255178e-05   4.015242e-06   4.028299e-06   2.734838e-06   2.053629e-06   9.563248e-10   6.901011e-10   5.902870e-07   5.051201e-07   8.523033e-07   9.841953e-07   1.019884e-06   9.311082e-07   0.000000e+00   0.000000e+00   0.000000e+00   3.710124e-39   
108    5.823131e-06   5.072620e-06   1.484337e-05   1.676426e-05   3.120463e-06   3.015198e-06   1.764334e-05   2.107064e-05   9.084066e-06   8.442031e-06   2.428861e-06   1.652999e-05   5.241164e-10   4.457003e-10   5.155353e-06   1.091421e-05   1.553350e-05   2.288977e-05   4.239268e-06   4.264625e-06   3.014185e-06   2.281752e-06   1.048537e-09   7.581527e-10   6.548528e-07   5.598324e-07   9.311082e-07   1.071154e-06   1.113901e-06   1.017237e-06   0.000000e+00   0.000000e+00   0.000000e+00   3.710124e-39   
109    6.156433e-06   5.450744e-06   1.530031e-05   1.808107e-05   3.484318e-06   3.372377e-06   1.802410e-05   2.141217e-05   9.863730e-06   9.188042e-06   2.586707e-06   1.687020e-05   5.758000e-10   4.901326e-10   5.418405e-06   1.133605e-05   1.588820e-05   2.316441e-05   4.431516e-06   4.478664e-06   3.371245e-06   2.573509e-06   1.161540e-09   8.415312e-10   7.367383e-07   6.292108e-07   1.017237e-06   1.166342e-06   1.221186e-06   1.116271e-06   0.000000e+00   0.000000e+00   0.000000e+00   3.710124e-39   
110    6.476980e-06   5.848345e-06   1.569769e-05   1.884539e-05   3.864751e-06   3.746349e-06   1.834492e-05   2.168219e-05   1.040969e-05   9.714923e-06   2.738298e-06   1.716262e-05   6.391241e-10   5.445693e-10   5.668182e-06   1.167377e-05   1.618866e-05   2.338597e-05   4.603184e-06   4.680161e-06   3.745091e-06   2.883159e-06   1.304551e-09   9.470173e-10   8.236327e-07   7.027394e-07   1.116271e-06   1.275889e-06   1.334504e-06   1.220829e-06   0.000000e+00   0.000000e+00   0.000000e+00   3.710124e-39   
111    6.770537e-06   6.262317e-06   1.603463e-05   1.935972e-05   4.216807e-06   4.093460e-06   1.861714e-05   2.189008e-05   1.083099e-05   1.012386e-05   2.891483e-06   1.741702e-05   7.192385e-10   6.134314e-10   5.910613e-06   1.194755e-05   1.644649e-05   2.356530e-05   4.764709e-06   4.878253e-06   4.092086e-06   3.177374e-06   1.457774e-09   1.060353e-09   9.064512e-07   7.726722e-07   1.220829e-06   1.391765e-06   1.446677e-06   1.323891e-06   0.000000e+00   0.000000e+00   0.000000e+00   3.710124e-39   
112    7.029202e-06   6.696132e-06   1.632778e-05   1.973414e-05   4.533417e-06   4.406789e-06   1.885229e-05   2.204613e-05   1.117228e-05   1.045319e-05   3.046377e-06   1.763904e-05   8.053146e-10   6.875187e-10   6.152368e-06   1.217330e-05   1.666918e-05   2.370976e-05   4.915511e-06   5.072751e-06   4.405309e-06   3.450683e-06   1.604778e-09   1.169615e-09   9.837221e-07   8.377601e-07   1.323891e-06   1.506282e-06   1.557036e-06   1.424735e-06   0.000000e+00   0.000000e+00   0.000000e+00   3.710124e-39   
113    7.256785e-06   7.164759e-06   1.659154e-05   2.001575e-05   4.817662e-06   4.689117e-06   1.906048e-05   2.215944e-05   1.145596e-05   1.072062e-05   3.198851e-06   1.783032e-05   8.882963e-10   7.591088e-10   6.396722e-06   1.236162e-05   1.685994e-05   2.382302e-05   5.053579e-06   5.261661e-06   4.687542e-06   3.704866e-06   1.741989e-09   1.272164e-09   1.056029e-06   8.985099e-07   1.424735e-06   1.618615e-06   1.667864e-06   1.525358e-06   0.000000e+00   0.000000e+00   0.000000e+00   3.710124e-39   
114    7.458590e-06   7.687514e-06   1.683879e-05   2.022720e-05   5.074431e-06   4.944905e-06   1.924901e-05   2.223621e-05   1.169462e-05   1.093633e-05   3.347525e-06   1.799228e-05   9.661802e-10   8.264804e-10   6.646820e-06   1.251905e-05   1.702109e-05   2.390781e-05   5.180346e-06   5.445368e-06   4.943245e-06   3.942936e-06   1.870136e-09   1.368490e-09   1.124323e-06   9.557397e-07   1.525358e-06   1.730909e-06   1.782250e-06   1.628473e-06   0.000000e+00   0.000000e+00   0.000000e+00   3.710124e-39   
115    7.638893e-06   8.286884e-06   1.708088e-05   2.037860e-05   5.308135e-06   5.178146e-06   1.942429e-05   2.228119e-05   1.189513e-05   1.111114e-05   3.493711e-06   1.812736e-05   1.039337e-09   8.899375e-10   6.908091e-06   1.265096e-05   1.715561e-05   2.396728e-05   5.298940e-06   5.625267e-06   5.176407e-06   4.167524e-06   1.990857e-09   1.459746e-09   1.189470e-06   1.010199e-06   1.628473e-06   1.846111e-06   1.903612e-06   1.737063e-06   0.000000e+00   0.000000e+00   0.000000e+00   3.710124e-39   
116    7.801318e-06   8.989689e-06   1.732955e-05   2.047527e-05   5.523007e-06   5.392740e-06   1.959342e-05   2.229885e-05   1.206219e-05   1.127145e-05   3.639617e-06   1.823843e-05   1.108644e-09   9.502177e-10   7.187594e-06   1.276231e-05   1.726672e-05   2.400472e-05   5.412909e-06   5.802674e-06   5.390929e-06   4.381322e-06   2.105718e-09   1.547042e-09   1.252387e-06   1.062675e-06   1.737063e-06   1.967468e-06   2.035934e-06   1.854596e-06   0.000000e+00   0.000000e+00   0.000000e+00   3.710124e-39   
117    7.949585e-06   9.828480e-06   1.759956e-05   2.052343e-05   5.726364e-06   5.595872e-06   1.976437e-05   2.229349e-05   1.220282e-05   1.149151e-05   3.787574e-06   1.832831e-05   1.174944e-09   1.008032e-09   7.493595e-06   1.285788e-05   1.735762e-05   2.402323e-05   5.525962e-06   5.978614e-06   5.593993e-06   4.590106e-06   2.216356e-09   1.631544e-09   1.314863e-06   1.114697e-06   1.854596e-06   2.098760e-06   2.184553e-06   1.985791e-06   0.000000e+00   0.000000e+00   0.000000e+00   3.710124e-39   
118    8.089605e-06   1.084381e-05   1.791260e-05   2.053437e-05   5.937348e-06   5.806790e-06   1.994614e-05   2.226987e-05   1.233293e-05   1.196801e-05   3.940055e-06   1.839963e-05   1.239121e-09   1.064126e-09   7.835954e-06   1.294394e-05   1.743155e-05   2.402577e-05   5.642606e-06   6.154388e-06   5.804840e-06   4.810527e-06   2.325855e-09   1.715484e-09   1.381700e-06   1.170334e-06   1.985791e-06   2.245127e-06   2.358019e-06   2.138460e-06   0.000000e+00   0.000000e+00   0.000000e+00   3.710124e-39   
119    8.235054e-06   1.207975e-05   1.830359e-05   2.053113e-05   6.207760e-06   6.077353e-06   2.014845e-05   2.223737e-05   1.249165e-05   1.322041e-05   4.100377e-06   1.845507e-05   1.302872e-09   1.119946e-09   8.225660e-06   1.303420e-05   1.749317e-05   2.401624e-05   5.770529e-06   6.333663e-06   6.075312e-06   5.088226e-06   2.442345e-09   1.804830e-09   1.465599e-06   1.240324e-06   2.138460e-06   2.415050e-06   2.571160e-06   2.326808e-06   0.000000e+00   0.000000e+00   0.000000e+00   3.710124e-39   
120    8.421652e-06   1.337891e-05   1.878341e-05   2.054824e-05   6.675734e-06   6.544420e-06   2.035299e-05   2.221618e-05   1.276816e-05   1.620150e-05   4.274739e-06   1.849848e-05   1.370728e-09   1.179381e-09   8.632709e-06   1.314853e-05   1.754916e-05   2.400023e-05   5.921574e-06   6.524147e-06   6.542222e-06   5.544507e-06   2.587286e-09   1.915436e-09   1.598455e-06   1.351576e-06   2.326808e-06   2.623820e-06   2.828261e-06   2.558395e-06   0.000000e+00   0.000000e+00   0.000000e+00   3.710124e-39   
121    8.731743e-06   1.422208e-05   1.930686e-05   2.056378e-05   7.624890e-06   7.483358e-06   2.048979e-05   2.219969e-05   1.329988e-05   1.793268e-05   4.474831e-06   1.853655e-05   1.454731e-09   1.252787e-09   8.952256e-06   1.325257e-05   1.759895e-05   2.397769e-05   6.095904e-06   6.725289e-06   7.480845e-06   6.430953e-06   2.814554e-09   2.087273e-09   1.845112e-06   1.558674e-06   2.558395e-06   2.879420e-06   3.113455e-06   2.825183e-06   0.000000e+00   0.000000e+00   0.000000e+00   3.710124e-39   
122    9.234072e-06   1.468684e-05   1.960106e-05   2.055424e-05   8.676239e-06   8.511431e-06   2.056387e-05   2.216733e-05   1.386630e-05   1.849568e-05   4.704586e-06   1.857597e-05   1.585238e-09   1.366340e-09   9.200343e-06   1.332433e-05   1.764410e-05   2.394884e-05   6.292426e-06   6.940579e-06   8.508573e-06   7.413583e-06   3.234192e-09   2.402505e-09   2.115430e-06   1.785433e-06   2.825183e-06   3.175138e-06   3.369435e-06   3.068645e-06   0.000000e+00   0.000000e+00   0.000000e+00   3.710124e-39   
123    9.754360e-06   1.494668e-05   1.971177e-05   2.050900e-05   9.576950e-06   9.398933e-06   2.059710e-05   2.211950e-05   1.433772e-05   1.882289e-05   4.962135e-06   1.861396e-05   1.824649e-09   1.574008e-09   9.412487e-06   1.337569e-05   1.768446e-05   2.391397e-05   6.510111e-06   7.162864e-06   9.395776e-06   8.282658e-06   3.706027e-09   2.757767e-09   2.353538e-06   1.984715e-06   3.068645e-06   3.447078e-06   3.576152e-06   3.266397e-06   0.000000e+00   0.000000e+00   0.000000e+00   3.710124e-39   
124    1.020607e-05   1.508559e-05   1.975484e-05   2.044152e-05   1.034025e-05   1.015750e-05   2.060446e-05   2.206239e-05   1.472722e-05   1.904341e-05   5.210510e-06   1.863872e-05   2.094462e-09   1.808307e-09   9.599511e-06   1.340773e-05   1.771051e-05   2.386695e-05   6.705536e-06   7.358072e-06   1.015408e-05   9.051544e-06   4.128369e-09   3.077499e-09   2.563582e-06   2.160044e-06   3.266397e-06   3.669811e-06   3.747010e-06   3.430527e-06   0.000000e+00   0.000000e+00   0.000000e+00   3.710124e-39   
125    1.059851e-05   1.514976e-05   1.976011e-05   2.036248e-05   1.100209e-05   1.082071e-05   2.058897e-05   2.199431e-05   1.505844e-05   1.918684e-05   5.420180e-06   1.864640e-05   2.337292e-09   2.019729e-09   9.749524e-06   1.341941e-05   1.771890e-05   2.380802e-05   6.860995e-06   7.516512e-06   1.081708e-05   9.744754e-06   4.500732e-09   3.361117e-09   2.752534e-06   2.317353e-06   3.430527e-06   3.856172e-06   3.892884e-06   3.571165e-06   0.000000e+00   0.000000e+00   0.000000e+00   3.710124e-39   
126    1.094411e-05   1.516455e-05   1.973678e-05   2.027375e-05   1.158797e-05   1.141698e-05   2.055439e-05   2.191656e-05   1.534806e-05   1.924744e-05   5.593290e-06   1.863951e-05   2.552693e-09   2.207823e-09   9.862605e-06   1.341433e-05   1.771233e-05   2.374038e-05   6.986366e-06   7.646083e-06   1.141314e-05   1.037848e-05   4.834587e-09   3.616947e-09   2.924973e-06   2.460562e-06   3.571165e-06   4.017017e-06   4.020326e-06   3.694457e-06   0.000000e+00   0.000000e+00   0.000000e+00   3.710124e-39   
127    1.125245e-05   1.514339e-05   1.968899e-05   2.017616e-05   1.210982e-05   1.200547e-05   2.050551e-05   2.183203e-05   1.562917e-05   1.921610e-05   5.739293e-06   1.862145e-05   2.746990e-09   2.377985e-09   9.947425e-06   1.339644e-05   1.769431e-05   2.366669e-05   7.090292e-06   7.753541e-06   1.200144e-05   1.100777e-05   5.138359e-09   3.851061e-09   3.095944e-06   2.602371e-06   3.694457e-06   4.158911e-06   4.142125e-06   3.812833e-06   0.000000e+00   0.000000e+00   0.000000e+00   3.710124e-39   
128    1.155235e-05   1.508805e-05   1.961814e-05   2.006828e-05   1.261014e-05   1.312742e-05   2.044511e-05   2.174149e-05   1.619938e-05   1.910104e-05   5.864845e-06   1.859404e-05   2.924795e-09   2.534132e-09   1.000970e-05   1.336622e-05   1.766640e-05   2.358758e-05   7.177424e-06   7.842521e-06   1.312301e-05   1.219476e-05   5.437329e-09   4.082169e-09   3.418185e-06   2.870952e-06   3.812833e-06   4.295504e-06   4.370937e-06   4.037059e-06   0.000000e+00   0.000000e+00   0.000000e+00   3.710124e-39   
129    1.212257e-05   1.497558e-05   1.951883e-05   1.993519e-05   1.354296e-05   1.658901e-05   2.037027e-05   2.163779e-05   1.804710e-05   1.888699e-05   5.978841e-06   1.855644e-05   3.100316e-09   2.688499e-09   1.005382e-05   1.331360e-05   1.762613e-05   2.349879e-05   7.254015e-06   7.914868e-06   1.658344e-05   1.555898e-05   5.982601e-09   4.498867e-09   4.331617e-06   3.635023e-06   4.037059e-06   4.550340e-06   5.027388e-06   4.682251e-06   0.000000e+00   0.000000e+00   0.000000e+00   3.710124e-39   
130    1.376704e-05   1.469069e-05   1.935173e-05   1.971244e-05   1.620865e-05   1.703040e-05   2.025907e-05   2.148795e-05   1.818972e-05   1.846438e-05   6.147072e-06   1.850038e-05   3.416789e-09   2.965340e-09   1.007674e-05   1.319353e-05   1.755871e-05   2.337768e-05   7.390527e-06   7.990535e-06   1.702468e-05   1.630848e-05   7.509746e-09   5.655948e-09   4.534121e-06   3.802357e-06   4.682251e-06   5.276304e-06   5.139199e-06   4.794803e-06   0.000000e+00   0.000000e+00   0.000000e+00   3.710124e-39   
131    1.407564e-05   1.444847e-05   1.914839e-05   1.948061e-05   1.672934e-05   1.692956e-05   2.012009e-05   2.132209e-05   1.802997e-05   1.813870e-05   6.564419e-06   1.838269e-05   4.295566e-09   3.730915e-09   1.008032e-05   1.306582e-05   1.743924e-05   2.317869e-05   7.844814e-06   8.162613e-06   1.692387e-05   1.661899e-05   7.948741e-09   5.996689e-09   4.617070e-06   3.869280e-06   4.794803e-06   5.408337e-06   5.168166e-06   4.825284e-06   0.000000e+00   0.000000e+00   0.000000e+00   3.710124e-39   
132    1.416188e-05   1.434945e-05   1.898630e-05   1.930615e-05   1.691565e-05   1.697255e-05   1.994949e-05   2.113143e-05   1.797600e-05   1.801629e-05   6.715457e-06   1.822538e-05   4.554351e-09   3.958946e-09   1.015991e-05   1.292901e-05   1.728557e-05   2.295885e-05   7.890899e-06   8.150247e-06   1.696685e-05   1.696995e-05   8.112721e-09   6.130403e-09   4.711834e-06   3.947865e-06   4.825284e-06   5.448888e-06   5.224945e-06   4.880796e-06   0.000000e+00   0.000000e+00   0.000000e+00   3.710124e-39   
133    1.426957e-05   1.437069e-05   1.886384e-05   1.917846e-05   1.717421e-05   1.717118e-05   1.978131e-05   2.094585e-05   1.802944e-05   1.805627e-05   6.730894e-06   1.811480e-05   4.655904e-09   4.050470e-09   1.014832e-05   1.283282e-05   1.717754e-05   2.280812e-05   7.887667e-06   8.147020e-06   1.716541e-05   1.713557e-05   8.279139e-09   6.263805e-09   4.757066e-06   3.991769e-06   4.880796e-06   5.517150e-06   5.266067e-06   4.920462e-06   0.000000e+00   0.000000e+00   0.000000e+00   3.710124e-39   
134    1.431091e-05   1.441318e-05   1.876654e-05   1.907417e-05   1.731531e-05   1.732352e-05   1.966971e-05   2.082061e-05   1.806787e-05   1.809737e-05   6.765229e-06   1.809128e-05   4.757220e-09   4.141108e-09   1.015212e-05   1.279718e-05   1.715187e-05   2.275371e-05   7.923044e-06   8.200727e-06   1.731770e-05   1.728677e-05   8.377973e-09   6.339562e-09   4.798482e-06   4.027551e-06   4.920462e-06   5.564304e-06   5.302673e-06   4.955426e-06   0.000000e+00   0.000000e+00   0.000000e+00   3.710124e-39   
135    1.436776e-05   1.447359e-05   1.871147e-05   1.901299e-05   1.744501e-05   1.745895e-05   1.963598e-05   2.077625e-05   1.811610e-05   1.814548e-05   6.815493e-06   1.814320e-05   4.814756e-09   4.191511e-09   1.020193e-05   1.282479e-05   1.719948e-05   2.278144e-05   7.964377e-06   8.298268e-06   1.745309e-05   1.742027e-05   8.455043e-09   6.395029e-09   4.835197e-06   4.059335e-06   4.955426e-06   5.604589e-06   5.337971e-06   4.988695e-06   0.000000e+00   0.000000e+00   0.000000e+00   3.710124e-39   
136    1.444196e-05   1.455095e-05   1.871149e-05   1.900821e-05   1.756184e-05   1.757819e-05   1.967109e-05   2.080302e-05   1.818039e-05   1.820999e-05   6.882951e-06   1.821876e-05   4.856881e-09   4.227253e-09   1.028715e-05   1.289206e-05   1.727357e-05   2.283612e-05   8.013394e-06   8.410226e-06   1.757228e-05   1.753864e-05   8.522162e-09   6.441420e-09   4.867912e-06   4.087724e-06   4.988695e-06   5.642734e-06   5.372372e-06   5.020779e-06   0.000000e+00   0.000000e+00   0.000000e+00   3.710124e-39   
