Iter.  R0.in(2)       R0.out(3)      R1.in(4)       R1.out(5)      R2.in(6)       R2.out(7)      R3.in(8)       R3.out(9)      R4.in(10)      R4.out(11)     R5.in(12)      R5.out(13)     R6.in(14)      R6.out(15)     R7.in(16)      R7.out(17)     R8.in(18)      R8.out(19)     R9.in(20)      R9.out(21)     R10.in(22)     R10.out(23)    R11.in(24)     R11.out(25)    R12.in(26)     R12.out(27)    R13.in(28)     R13.out(29)    R14.in(30)     R14.out(31)    R15.in(32)     R15.out(33)    R16.in(34)     R16.out(35)    
46     8.491545e-02   9.224767e-02   9.702474e-02   9.981959e-02   9.566941e-02   9.565199e-02   9.312573e-02   9.859566e-02   9.745552e-02   9.783580e-02   6.074540e-02   7.868296e-02   5.109216e-05   5.109218e-05   7.535007e-02   8.670833e-02   8.010701e-02   9.450540e-02   6.194910e-02   7.187452e-02   9.561988e-02   9.537147e-02   6.750973e-05   6.751759e-05   2.658329e-02   3.090078e-02   4.239166e-02   5.062575e-02   3.843280e-02   4.247786e-02   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   
47     8.493096e-02   9.222672e-02   9.667222e-02   9.938448e-02   9.585254e-02   9.583333e-02   9.269118e-02   9.799714e-02   9.736377e-02   9.773276e-02   6.070996e-02   7.839661e-02   5.127810e-05   5.127811e-05   7.523643e-02   8.645033e-02   7.982569e-02   9.388473e-02   6.190025e-02   7.171480e-02   9.580116e-02   9.553825e-02   6.770551e-05   6.771321e-05   2.662860e-02   3.096544e-02   4.247786e-02   5.064671e-02   3.848694e-02   4.253665e-02   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   
48     8.489504e-02   9.215217e-02   9.627430e-02   9.890327e-02   9.596665e-02   9.594566e-02   9.222055e-02   9.736049e-02   9.721324e-02   9.757093e-02   6.064517e-02   7.808415e-02   5.142667e-05   5.142669e-05   7.508789e-02   8.615709e-02   7.951664e-02   9.323284e-02   6.182084e-02   7.152590e-02   9.591346e-02   9.563615e-02   6.785330e-05   6.786084e-05   2.665479e-02   3.100879e-02   4.253665e-02   5.063982e-02   3.851582e-02   4.256866e-02   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   
49     8.480925e-02   9.202560e-02   9.583219e-02   9.837720e-02   9.601385e-02   9.599112e-02   9.171483e-02   9.668664e-02   9.700565e-02   9.735203e-02   6.055190e-02   7.774652e-02   5.153879e-05   5.153880e-05   7.490552e-02   8.582969e-02   7.918083e-02   9.255048e-02   6.171172e-02   7.130877e-02   9.595890e-02   9.566732e-02   6.795425e-05   6.796163e-05   2.666247e-02   3.103138e-02   4.256866e-02   5.060585e-02   3.852009e-02   4.257453e-02   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   
50     8.467510e-02   9.184854e-02   9.534708e-02   9.780745e-02   9.599620e-02   9.597174e-02   9.117496e-02   9.597650e-02   9.674266e-02   9.707774e-02   6.043101e-02   7.738461e-02   5.161534e-05   5.161536e-05   7.469036e-02   8.546915e-02   7.881916e-02   9.183838e-02   6.157374e-02   7.106431e-02   9.593953e-02   9.563383e-02   6.800953e-05   6.801675e-05   2.665221e-02   3.103370e-02   4.257453e-02   5.054556e-02   3.850039e-02   4.255488e-02   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   
51     8.449405e-02   9.162246e-02   9.482011e-02   9.719517e-02   9.591570e-02   9.588954e-02   9.060183e-02   9.523090e-02   9.642590e-02   9.674968e-02   6.028332e-02   7.699927e-02   5.165720e-05   5.165722e-05   7.444342e-02   8.507647e-02   7.843252e-02   9.109720e-02   6.140772e-02   7.079342e-02   9.585736e-02   9.553769e-02   6.802025e-05   6.802732e-05   2.662457e-02   3.101626e-02   4.255488e-02   5.045969e-02   3.845734e-02   4.251032e-02   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   
52     8.426752e-02   9.134878e-02   9.425237e-02   9.654145e-02   9.577429e-02   9.574646e-02   8.999629e-02   9.445066e-02   9.605694e-02   9.636942e-02   6.010964e-02   7.659134e-02   5.166523e-05   5.166524e-05   7.416566e-02   8.465258e-02   7.802175e-02   9.032758e-02   6.121448e-02   7.049696e-02   9.571433e-02   9.538088e-02   6.798753e-05   6.799444e-05   2.658009e-02   3.097956e-02   4.251032e-02   5.034895e-02   3.839154e-02   4.244145e-02   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   
53     8.399688e-02   9.102889e-02   9.364491e-02   9.584736e-02   9.557386e-02   9.554439e-02   8.935912e-02   9.363652e-02   9.563730e-02   9.593850e-02   5.991076e-02   7.616159e-02   5.164025e-05   5.164027e-05   7.385803e-02   8.419840e-02   7.758767e-02   8.953005e-02   6.099478e-02   7.017575e-02   9.551232e-02   9.516531e-02   6.791245e-05   6.791920e-05   2.651930e-02   3.092409e-02   4.244145e-02   5.021407e-02   3.830361e-02   4.234886e-02   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   
54     8.368344e-02   9.066414e-02   9.299873e-02   9.511393e-02   9.531625e-02   9.528517e-02   8.869107e-02   9.278920e-02   9.516845e-02   9.545839e-02   5.968745e-02   7.571078e-02   5.158311e-05   5.158313e-05   7.352144e-02   8.371479e-02   7.713104e-02   8.870513e-02   6.074939e-02   6.983059e-02   9.525319e-02   9.489283e-02   6.779608e-05   6.780268e-05   2.644271e-02   3.085032e-02   4.234886e-02   5.005575e-02   3.819411e-02   4.223313e-02   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   
55     8.332851e-02   9.025580e-02   9.231478e-02   9.434211e-02   9.500323e-02   9.497058e-02   8.799283e-02   9.190935e-02   9.465181e-02   9.493054e-02   5.944046e-02   7.523961e-02   5.149462e-05   5.149463e-05   7.315677e-02   8.320256e-02   7.665258e-02   8.785326e-02   6.047906e-02   6.946227e-02   9.493871e-02   9.456524e-02   6.763948e-05   6.764592e-05   2.635084e-02   3.075873e-02   4.223313e-02   4.987469e-02   3.806363e-02   4.209484e-02   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   
56     8.293331e-02   8.980513e-02   9.159397e-02   9.353285e-02   9.463655e-02   9.460236e-02   8.726502e-02   9.099759e-02   9.408877e-02   9.435632e-02   5.917053e-02   7.474875e-02   5.137557e-05   5.137558e-05   7.276486e-02   8.266249e-02   7.615299e-02   8.697480e-02   6.018449e-02   6.907153e-02   9.457061e-02   9.418431e-02   6.744369e-05   6.744998e-05   2.624415e-02   3.064979e-02   4.209484e-02   4.967157e-02   3.791273e-02   4.193456e-02   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   
57     8.249905e-02   8.931333e-02   9.083716e-02   9.268705e-02   9.421789e-02   9.418218e-02   8.650822e-02   9.005448e-02   9.348065e-02   9.373708e-02   5.887837e-02   7.423884e-02   5.122675e-05   5.122676e-05   7.234652e-02   8.209532e-02   7.563292e-02   8.607008e-02   5.986639e-02   6.865909e-02   9.415058e-02   9.375172e-02   6.720973e-05   6.721587e-05   2.612313e-02   3.052396e-02   4.193456e-02   4.944706e-02   3.774197e-02   4.175285e-02   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   
58     8.202688e-02   8.878155e-02   9.004515e-02   9.180554e-02   9.374886e-02   9.371170e-02   8.572296e-02   8.908051e-02   9.282874e-02   9.307413e-02   5.856467e-02   7.371047e-02   5.104895e-05   5.104896e-05   7.190255e-02   8.150174e-02   7.509298e-02   8.513931e-02   5.952543e-02   6.822565e-02   9.368025e-02   9.326913e-02   6.693862e-05   6.694461e-05   2.598822e-02   3.038169e-02   4.175285e-02   4.920183e-02   3.755188e-02   4.155026e-02   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   
59     8.151791e-02   8.821090e-02   8.921871e-02   9.088913e-02   9.323107e-02   9.319248e-02   8.490966e-02   8.807615e-02   9.213427e-02   9.236873e-02   5.823012e-02   7.316418e-02   5.084293e-05   5.084294e-05   7.143370e-02   8.088240e-02   7.453373e-02   8.418265e-02   5.916228e-02   6.777188e-02   9.316120e-02   9.273815e-02   6.663136e-05   6.663720e-05   2.583988e-02   3.022343e-02   4.155026e-02   4.893653e-02   3.734299e-02   4.132734e-02   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   
60     8.097321e-02   8.760245e-02   8.835853e-02   8.993859e-02   9.266603e-02   9.262606e-02   8.406872e-02   8.704178e-02   9.139844e-02   9.162207e-02   5.787538e-02   7.260049e-02   5.060946e-05   5.060947e-05   7.094067e-02   8.023790e-02   7.395570e-02   8.320017e-02   5.877757e-02   6.729842e-02   9.259498e-02   9.216033e-02   6.628894e-05   6.629463e-05   2.567854e-02   3.004964e-02   4.132734e-02   4.865180e-02   3.711583e-02   4.108463e-02   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   
61     8.039382e-02   8.695720e-02   8.746528e-02   8.895465e-02   9.205525e-02   9.201395e-02   8.320045e-02   8.597773e-02   9.062240e-02   9.083535e-02   5.750108e-02   7.201983e-02   5.034929e-05   5.034930e-05   7.042417e-02   7.956879e-02   7.335935e-02   8.219185e-02   5.837191e-02   6.680588e-02   9.198307e-02   9.153717e-02   6.591233e-05   6.591788e-05   2.550460e-02   2.986075e-02   4.108463e-02   4.834829e-02   3.687091e-02   4.082267e-02   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   
62     7.978070e-02   8.627613e-02   8.653956e-02   8.793796e-02   9.140016e-02   9.135757e-02   8.230508e-02   8.488428e-02   8.980724e-02   9.000967e-02   5.710786e-02   7.142263e-02   5.006316e-05   5.006317e-05   6.988485e-02   7.887559e-02   7.274511e-02   8.115754e-02   5.794589e-02   6.629485e-02   9.132691e-02   9.087013e-02   6.550252e-05   6.550792e-05   2.531847e-02   2.965720e-02   4.082267e-02   4.802661e-02   3.660873e-02   4.054200e-02   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   
63     7.913482e-02   8.556017e-02   8.558190e-02   8.688916e-02   9.070216e-02   9.065833e-02   8.138276e-02   8.376163e-02   8.895403e-02   8.914613e-02   5.669632e-02   7.080923e-02   4.975180e-05   4.975181e-05   6.932332e-02   7.815874e-02   7.211335e-02   8.009703e-02   5.750009e-02   6.576589e-02   9.062790e-02   9.016064e-02   6.506044e-05   6.506571e-05   2.512056e-02   2.943942e-02   4.054200e-02   4.768739e-02   3.632979e-02   4.024314e-02   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   
64     7.845705e-02   8.481018e-02   8.459279e-02   8.580884e-02   8.996260e-02   8.991758e-02   8.043355e-02   8.260991e-02   8.806376e-02   8.824576e-02   5.626705e-02   7.017992e-02   4.941595e-05   4.941596e-05   6.874017e-02   7.741866e-02   7.146439e-02   7.900993e-02   5.703505e-02   6.521952e-02   8.988740e-02   8.941006e-02   6.458707e-05   6.459219e-05   2.491122e-02   2.920784e-02   4.024314e-02   4.733122e-02   3.603456e-02   3.992660e-02   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   
65     7.774828e-02   8.402700e-02   8.357266e-02   8.469753e-02   8.918278e-02   8.913663e-02   7.945740e-02   8.142919e-02   8.713741e-02   8.730958e-02   5.582062e-02   6.953495e-02   4.905632e-05   4.905633e-05   6.813596e-02   7.665570e-02   7.079848e-02   7.789577e-02   5.655130e-02   6.465626e-02   8.910671e-02   8.861972e-02   6.408332e-05   6.408830e-05   2.469084e-02   2.896288e-02   3.992660e-02   4.695869e-02   3.572352e-02   3.959290e-02   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   
66     7.700929e-02   8.321140e-02   8.252186e-02   8.355572e-02   8.836396e-02   8.831674e-02   7.845418e-02   8.021944e-02   8.617590e-02   8.633853e-02   5.535757e-02   6.887448e-02   4.867363e-05   4.867364e-05   6.751119e-02   7.587016e-02   7.011581e-02   7.675388e-02   5.604932e-02   6.407656e-02   8.828710e-02   8.779090e-02   6.355012e-05   6.355497e-05   2.445976e-02   2.870496e-02   3.959290e-02   4.657039e-02   3.539712e-02   3.924255e-02   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   
67     7.624086e-02   8.236411e-02   8.144069e-02   8.238386e-02   8.750737e-02   8.745913e-02   7.742361e-02   7.898056e-02   8.518009e-02   8.533353e-02   5.487844e-02   6.819859e-02   4.826858e-05   4.826859e-05   6.686634e-02   7.506227e-02   6.941650e-02   7.558344e-02   5.552960e-02   6.348086e-02   8.742978e-02   8.692483e-02   6.298840e-05   6.299311e-05   2.421833e-02   2.843448e-02   3.924255e-02   4.616689e-02   3.505583e-02   3.887605e-02   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   
68     7.544371e-02   8.148580e-02   8.032938e-02   8.118232e-02   8.661418e-02   8.656499e-02   7.636530e-02   7.771237e-02   8.415081e-02   8.429545e-02   5.438373e-02   6.750729e-02   4.784186e-05   4.784187e-05   6.620183e-02   7.423221e-02   6.870059e-02   7.438344e-02   5.499256e-02   6.286958e-02   8.653594e-02   8.602271e-02   6.239905e-05   6.240363e-05   2.396688e-02   2.815186e-02   3.887605e-02   4.574875e-02   3.470007e-02   3.849389e-02   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   
69     7.461850e-02   8.057711e-02   7.918807e-02   7.995146e-02   8.568553e-02   8.563544e-02   7.527871e-02   7.641457e-02   8.308886e-02   8.322513e-02   5.387392e-02   6.680051e-02   4.739416e-05   4.739417e-05   6.551807e-02   7.338008e-02   6.796801e-02   7.315264e-02   5.443863e-02   6.224308e-02   8.560670e-02   8.508569e-02   6.178297e-05   6.178742e-05   2.370572e-02   2.785750e-02   3.849389e-02   4.531650e-02   3.433028e-02   3.809656e-02   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   
70     7.376587e-02   7.963860e-02   7.801684e-02   7.869156e-02   8.472249e-02   8.467158e-02   7.416311e-02   7.508678e-02   8.199495e-02   8.212336e-02   5.334949e-02   6.607804e-02   4.692617e-05   4.692617e-05   6.481539e-02   7.250593e-02   6.721863e-02   7.188956e-02   5.386817e-02   6.160169e-02   8.464317e-02   8.411489e-02   6.114104e-05   6.114536e-05   2.343516e-02   2.755178e-02   3.809656e-02   4.487068e-02   3.394687e-02   3.768453e-02   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   
71     7.288638e-02   7.867080e-02   7.681568e-02   7.740286e-02   8.372612e-02   8.367447e-02   7.301762e-02   7.372850e-02   8.086978e-02   8.099087e-02   5.281086e-02   6.533958e-02   4.643853e-05   4.643854e-05   6.409408e-02   7.160970e-02   6.645217e-02   7.059242e-02   5.328154e-02   6.094572e-02   8.364639e-02   8.311138e-02   6.047411e-05   6.047831e-05   2.315549e-02   2.723510e-02   3.768453e-02   4.441180e-02   3.355025e-02   3.725827e-02   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   
72     7.198055e-02   7.767416e-02   7.558448e-02   7.608553e-02   8.269743e-02   8.264510e-02   7.184111e-02   7.233911e-02   7.971398e-02   7.982838e-02   5.225844e-02   6.458468e-02   4.593193e-05   4.593193e-05   6.335440e-02   7.069128e-02   6.566826e-02   6.925911e-02   5.267904e-02   6.027542e-02   8.261737e-02   8.207618e-02   5.978306e-05   5.978713e-05   2.286701e-02   2.690784e-02   3.725827e-02   4.394037e-02   3.314080e-02   3.681825e-02   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   
73     7.104883e-02   7.664909e-02   7.432306e-02   7.473970e-02   8.163738e-02   8.158446e-02   7.063222e-02   7.091785e-02   7.852816e-02   7.863655e-02   5.169263e-02   6.381275e-02   4.540699e-05   4.540700e-05   6.259652e-02   6.975045e-02   6.486635e-02   6.788710e-02   5.206093e-02   5.959101e-02   8.155708e-02   8.101028e-02   5.906870e-05   5.907266e-05   2.256997e-02   2.657037e-02   3.681825e-02   4.345686e-02   3.271891e-02   3.636489e-02   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   
74     7.009165e-02   7.559594e-02   7.303112e-02   7.336544e-02   8.054689e-02   8.049346e-02   6.938931e-02   6.946383e-02   7.731285e-02   7.741599e-02   5.111378e-02   6.302299e-02   4.486436e-05   4.486437e-05   6.182057e-02   6.878688e-02   6.404575e-02   6.647343e-02   5.142743e-02   5.889265e-02   8.046645e-02   7.991462e-02   5.833186e-05   5.833570e-05   2.226465e-02   2.622306e-02   3.636489e-02   4.296175e-02   3.228494e-02   3.589866e-02   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   
75     6.910932e-02   7.451499e-02   7.170825e-02   7.196275e-02   7.942686e-02   7.937301e-02   6.811037e-02   6.797600e-02   7.606854e-02   7.616729e-02   5.052221e-02   6.221440e-02   4.430466e-05   4.430467e-05   6.102660e-02   6.780015e-02   6.320555e-02   6.501455e-02   5.077872e-02   5.818047e-02   7.934637e-02   7.879013e-02   5.757335e-05   5.757708e-05   2.195129e-02   2.586627e-02   3.589866e-02   4.245548e-02   3.183924e-02   3.541995e-02   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   
76     6.810214e-02   7.340647e-02   7.035394e-02   7.053157e-02   7.827812e-02   7.822394e-02   6.679303e-02   6.645311e-02   7.479569e-02   7.489098e-02   4.991822e-02   6.138573e-02   4.372850e-05   4.372851e-05   6.021459e-02   6.678970e-02   6.234463e-02   6.350625e-02   5.011491e-02   5.745454e-02   7.819768e-02   7.763767e-02   5.679395e-05   5.679757e-05   2.163013e-02   2.550034e-02   3.541995e-02   4.193848e-02   3.138213e-02   3.492919e-02   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   
77     6.707029e-02   7.227052e-02   6.896751e-02   6.907179e-02   7.710148e-02   7.704706e-02   6.543441e-02   6.489373e-02   7.349468e-02   7.358754e-02   4.930207e-02   6.053542e-02   4.313649e-05   4.313649e-05   5.938444e-02   6.575485e-02   6.146157e-02   6.194348e-02   4.943606e-02   5.671486e-02   7.702120e-02   7.645806e-02   5.599443e-05   5.599795e-05   2.130139e-02   2.512561e-02   3.492919e-02   4.141117e-02   3.091395e-02   3.442677e-02   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   
78     6.601390e-02   7.110724e-02   6.754817e-02   6.758320e-02   7.589770e-02   7.584315e-02   6.403105e-02   6.329620e-02   7.216586e-02   7.225743e-02   4.867397e-02   5.966154e-02   4.252919e-05   4.252920e-05   5.853595e-02   6.469474e-02   6.055464e-02   6.032015e-02   4.874217e-02   5.596138e-02   7.581769e-02   7.525211e-02   5.517554e-05   5.517896e-05   2.096530e-02   2.474242e-02   3.442677e-02   4.087393e-02   3.043498e-02   3.391306e-02   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   
79     6.493301e-02   6.991664e-02   6.609495e-02   6.606554e-02   7.466751e-02   7.461293e-02   6.257876e-02   6.165860e-02   7.080951e-02   7.090103e-02   4.803411e-02   5.876171e-02   4.190718e-05   4.190719e-05   5.766881e-02   6.360835e-02   5.962171e-02   5.862888e-02   4.803315e-02   5.519399e-02   7.458789e-02   7.402056e-02   5.433801e-05   5.434132e-05   2.062205e-02   2.435109e-02   3.391306e-02   4.032713e-02   2.994552e-02   3.338843e-02   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   
80     6.382757e-02   6.869864e-02   6.460667e-02   6.451846e-02   7.341159e-02   7.335710e-02   6.107246e-02   5.997868e-02   6.942585e-02   6.951869e-02   4.738262e-02   5.783300e-02   4.127102e-05   4.127103e-05   5.678256e-02   6.249445e-02   5.866014e-02   5.686052e-02   4.730883e-02   5.441249e-02   7.333248e-02   7.276413e-02   5.348254e-05   5.348576e-05   2.027185e-02   2.395193e-02   3.338843e-02   3.977111e-02   2.944582e-02   3.285322e-02   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   
81     6.269740e-02   6.745309e-02   6.308197e-02   6.294152e-02   7.213058e-02   7.207631e-02   5.950584e-02   5.825380e-02   6.801504e-02   6.811072e-02   4.671959e-02   5.687180e-02   4.062124e-05   4.062124e-05   5.587661e-02   6.135157e-02   5.766671e-02   5.500358e-02   4.656894e-02   5.361660e-02   7.205212e-02   7.148351e-02   5.260982e-05   5.261294e-05   1.991487e-02   2.354523e-02   3.285322e-02   3.920619e-02   2.893613e-02   3.230774e-02   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   
82     6.154223e-02   6.617974e-02   6.151919e-02   6.133415e-02   7.082510e-02   7.077116e-02   5.787096e-02   5.648081e-02   6.657719e-02   6.667735e-02   4.604506e-02   5.587362e-02   3.995835e-05   3.995836e-05   5.495015e-02   6.017796e-02   5.663739e-02   5.304315e-02   4.581310e-02   5.280592e-02   7.074741e-02   7.017933e-02   5.172050e-05   5.172353e-05   1.955130e-02   2.313129e-02   3.230774e-02   3.863266e-02   2.841667e-02   3.175231e-02   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   
83     6.036161e-02   6.487821e-02   5.991631e-02   5.969566e-02   6.949570e-02   6.944224e-02   5.615759e-02   5.465586e-02   6.511228e-02   6.521874e-02   4.535899e-02   5.483287e-02   3.928287e-05   3.928287e-05   5.400214e-02   5.897149e-02   5.556724e-02   5.095913e-02   4.504076e-02   5.197997e-02   6.941893e-02   6.885220e-02   5.081522e-05   5.081817e-05   1.918128e-02   2.271038e-02   3.175231e-02   3.805080e-02   2.788764e-02   3.118719e-02   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   
84     5.915493e-02   6.354800e-02   5.827083e-02   5.802511e-02   6.814290e-02   6.809005e-02   5.435195e-02   5.277393e-02   6.362019e-02   6.373495e-02   4.466128e-02   5.374255e-02   3.859526e-05   3.859527e-05   5.303116e-02   5.772962e-02   5.445003e-02   4.872269e-02   4.425124e-02   5.113808e-02   6.806720e-02   6.750266e-02   4.989459e-05   4.989745e-05   1.880498e-02   2.228275e-02   3.118719e-02   3.746082e-02   2.734920e-02   3.061262e-02   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   
85     5.792135e-02   6.218840e-02   5.657950e-02   5.632123e-02   6.676716e-02   6.671509e-02   5.243436e-02   5.082808e-02   6.210062e-02   6.222591e-02   4.395175e-02   5.259385e-02   3.789600e-05   3.789601e-05   5.203528e-02   5.644917e-02   5.327795e-02   4.628887e-02   4.344357e-02   5.027941e-02   6.669270e-02   6.613125e-02   4.895918e-05   4.896197e-05   1.842252e-02   2.184867e-02   3.061262e-02   3.686293e-02   2.680148e-02   3.002880e-02   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   
86     5.665965e-02   6.079845e-02   5.483777e-02   5.458210e-02   6.536887e-02   6.531774e-02   5.037433e-02   4.880763e-02   6.055294e-02   6.069128e-02   4.323010e-02   5.137554e-02   3.718552e-05   3.718553e-05   5.101170e-02   5.512604e-02   5.204104e-02   4.358120e-02   4.261647e-02   4.940285e-02   6.529582e-02   6.473840e-02   4.800954e-05   4.801225e-05   1.803402e-02   2.140835e-02   3.002880e-02   3.625729e-02   2.624457e-02   2.943589e-02   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   
87     5.536811e-02   5.937671e-02   5.303867e-02   5.280458e-02   6.394835e-02   6.389834e-02   4.812027e-02   4.669461e-02   5.897591e-02   5.913023e-02   4.249588e-02   5.007336e-02   3.646423e-05   3.646423e-05   4.995603e-02   5.375466e-02   5.072658e-02   4.049339e-02   4.176813e-02   4.850679e-02   6.387689e-02   6.332448e-02   4.704616e-05   4.704880e-05   1.763957e-02   2.096198e-02   2.943589e-02   3.564398e-02   2.567845e-02   2.883395e-02   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   
88     5.404402e-02   5.792089e-02   5.117045e-02   5.098304e-02   6.250571e-02   6.245702e-02   4.560045e-02   4.446745e-02   5.736714e-02   5.754104e-02   4.174839e-02   4.866906e-02   3.573251e-05   3.573251e-05   4.886218e-02   5.232809e-02   4.931833e-02   3.726633e-02   4.089623e-02   4.758927e-02   6.243606e-02   6.188974e-02   4.606948e-05   4.607205e-05   1.723922e-02   2.050973e-02   2.883395e-02   3.502303e-02   2.510298e-02   2.822290e-02   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   
89     5.268392e-02   5.642815e-02   4.921893e-02   4.911097e-02   6.104082e-02   6.099366e-02   4.297253e-02   4.221311e-02   5.572367e-02   5.592154e-02   4.098669e-02   4.713964e-02   3.499069e-05   3.499070e-05   4.773645e-02   5.085105e-02   4.779821e-02   3.451592e-02   4.000180e-02   4.665160e-02   6.097319e-02   6.043416e-02   4.507985e-05   4.508236e-05   1.683296e-02   2.005167e-02   2.822290e-02   3.439431e-02   2.451788e-02   2.760255e-02   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   
90     5.129415e-02   5.490533e-02   4.723908e-02   4.722103e-02   5.955323e-02   5.950788e-02   4.064601e-02   4.010596e-02   5.405970e-02   5.428307e-02   4.021135e-02   4.545785e-02   3.423904e-05   3.423905e-05   4.660317e-02   4.934161e-02   4.614700e-02   3.212000e-02   3.908977e-02   4.569883e-02   5.948791e-02   5.895749e-02   4.407747e-05   4.407992e-05   1.642075e-02   1.958789e-02   2.760255e-02   3.375756e-02   2.392408e-02   2.697385e-02   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   
91     4.989042e-02   5.336816e-02   4.534325e-02   4.537688e-02   5.804498e-02   5.800164e-02   3.854581e-02   3.809726e-02   5.240448e-02   5.264899e-02   3.942463e-02   4.359233e-02   3.347771e-05   3.347772e-05   4.546334e-02   4.779430e-02   4.433795e-02   2.990784e-02   3.815780e-02   4.472894e-02   5.798218e-02   5.746151e-02   4.306253e-05   4.306492e-05   1.600319e-02   1.911909e-02   2.697385e-02   3.311367e-02   2.332410e-02   2.633936e-02   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   
92     4.846949e-02   5.181347e-02   4.350302e-02   4.356464e-02   5.652205e-02   5.648079e-02   3.655743e-02   3.613013e-02   5.075510e-02   5.101788e-02   3.862603e-02   4.150932e-02   3.270684e-05   3.270685e-05   4.430760e-02   4.619521e-02   4.234080e-02   2.780930e-02   3.720172e-02   4.373847e-02   5.646183e-02   5.595130e-02   4.203640e-05   4.203874e-05   1.558163e-02   1.864666e-02   2.633936e-02   3.246501e-02   2.271880e-02   2.569995e-02   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   
93     4.702605e-02   5.023643e-02   4.168201e-02   4.176596e-02   5.498823e-02   5.494903e-02   3.463112e-02   3.417508e-02   4.910547e-02   4.938557e-02   3.781515e-02   3.918583e-02   3.192748e-05   3.192749e-05   4.312933e-02   4.453264e-02   4.013458e-02   2.579204e-02   3.621925e-02   4.272594e-02   5.493059e-02   5.443019e-02   4.100197e-05   4.100425e-05   1.515696e-02   1.817152e-02   2.569995e-02   3.181232e-02   2.210837e-02   2.505583e-02   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   
94     4.555614e-02   4.863379e-02   3.986085e-02   3.997160e-02   5.344542e-02   5.340825e-02   3.274277e-02   3.220641e-02   4.745255e-02   4.775004e-02   3.699168e-02   3.663115e-02   3.114181e-05   3.114182e-05   4.192605e-02   4.279696e-02   3.772524e-02   2.384021e-02   3.520813e-02   4.169007e-02   5.339033e-02   5.290006e-02   3.996132e-05   3.996356e-05   1.472966e-02   1.769418e-02   2.505583e-02   3.115569e-02   2.149287e-02   2.440707e-02   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   
