
-----------------------------------------------------------------------------
Status                        Inlet               Outlet
-----------------------------------------------------------------------------
Time[s]                       0                   0.00144484
T[K]                          1062.519            1062.519
P[atm]                        1.00000             1.00000
rho[kg/m3]                    0.33089             0.33089
MW[kg/kmol]                   28.84914            28.84914
Phi[-]                        1000.00000          0.00071
H[J/kg]                       8.232662e+05        8.232661e+05
U[J/kg]                       5.170431e+05        5.170431e+05
Conv.(%) H2                   0.000000e+00        3.965586e-01
Conv.(%) CH4                  0.000000e+00        3.646374e-01
Total species (kmol/s)        2.218820e-04        2.218820e-04
Element(kmol/s) C             1.314368e-08        1.314368e-08
Element(kmol/s) H             7.886208e-08        7.886208e-08
Element(kmol/s) O             9.318217e-05        9.318217e-05
Element(kmol/s) N             3.505425e-04        3.505425e-04
-----------------------------------------------------------------------------

-----------------------------------------------------------------------------
Mass fractions                Inlet               Outlet
-----------------------------------------------------------------------------
H2                            2.529997e-12        2.519964e-12
H                             1.403574e-13        1.160734e-13
O                             1.648921e-08        1.665303e-08
O2                            2.327362e-01        2.327362e-01
OH                            1.361508e-07        1.346876e-07
H2O                           1.109005e-04        1.109011e-04
HO2                           1.383003e-09        1.852562e-09
H2O2                          9.370182e-12        2.532956e-11
C                             3.846716e-37        4.290273e-39
CH                            1.020325e-32        3.114560e-34
CH2                           2.835647e-26        4.599908e-27
CH2(S)                        2.197522e-28        1.864229e-29
CH3                           2.952457e-25        2.543420e-25
CH4                           1.373899e-25        1.368890e-25
CO                            6.275306e-11        6.269954e-11
CO2                           9.036555e-05        9.036555e-05
HCO                           2.259318e-24        3.063986e-25
CH2O                          1.144544e-21        1.108076e-21
CH2OH                         3.870752e-31        9.418504e-32
CH3O                          5.635041e-29        2.723433e-29
CH3OH                         2.810084e-25        2.853333e-25
C2H                           2.272872e-27        2.642459e-28
C2H2                          5.785468e-20        5.780470e-20
C2H3                          3.576888e-31        1.072397e-31
C2H4                          8.579736e-31        8.629075e-31
C2H5                          1.697298e-40        9.129421e-41
C2H6                          4.983403e-42        4.915073e-42
HCCO                          2.898864e-25        8.754046e-26
CH2CO                         3.349768e-20        3.349744e-20
HCCOH                         7.090729e-16        7.090721e-16
N                             8.597985e-19        1.326038e-19
NH                            3.918379e-20        4.060466e-21
NH2                           1.352009e-19        1.360617e-19
NH3                           7.151716e-19        7.126045e-19
NNH                           3.406196e-18        1.888640e-18
NO                            6.006100e-08        6.005826e-08
NO2                           1.340760e-09        1.344997e-09
N2O                           3.820807e-08        3.830884e-08
HNO                           1.286780e-16        7.296917e-17
CN                            2.275765e-25        3.767490e-26
HCN                           1.483926e-17        1.483923e-17
H2CN                          1.323028e-29        2.328381e-29
HCNN                          1.132217e-34        7.202379e-36
HCNO                          2.166619e-13        2.166618e-13
HOCN                          3.020048e-15        3.020046e-15
HNCO                          7.558190e-17        7.557107e-17
NCO                           1.126140e-19        1.009134e-19
N2                            7.670623e-01        7.670623e-01
AR                            0.000000e+00        0.000000e+00
C3H7                          9.496129e-57        1.376247e-56
C3H8                          7.584812e-58        7.513959e-58
CH2CHO                        4.635695e-30        9.812573e-30
CH3CHO                        4.951518e-33        5.005786e-33
--------------------------------------------------------------

-----------------------------------------------------------------------------
Mole fractions                Inlet               Outlet
-----------------------------------------------------------------------------
H2                            3.620449e-11        3.606092e-11
H                             4.017055e-12        3.322040e-12
O                             2.973308e-08        3.002848e-08
O2                            2.098331e-01        2.098331e-01
OH                            2.309539e-07        2.284719e-07
H2O                           1.775956e-04        1.775966e-04
HO2                           1.208824e-09        1.619246e-09
H2O2                          7.947367e-12        2.148340e-11
C                             9.239402e-37        1.030478e-38
CH                            2.260964e-32        6.901635e-34
CH2                           5.832038e-26        9.460570e-27
CH2(S)                        4.519615e-28        3.834136e-29
CH3                           5.665171e-25        4.880312e-25
CH4                           2.470599e-25        2.461590e-25
CO                            6.463307e-11        6.457794e-11
CO2                           5.923717e-05        5.923717e-05
HCO                           2.246171e-24        3.046157e-25
CH2O                          1.099684e-21        1.064646e-21
CH2OH                         3.598243e-31        8.755423e-32
CH3O                          5.238323e-29        2.531698e-29
CH3OH                         2.530071e-25        2.569010e-25
C2H                           2.619673e-27        3.045652e-28
C2H2                          6.410086e-20        6.404548e-20
C2H3                          3.815358e-31        1.143893e-31
C2H4                          8.822914e-31        8.873652e-31
C2H5                          1.684867e-40        9.062555e-41
C2H6                          4.781075e-42        4.715519e-42
HCCO                          2.038308e-25        6.155323e-26
CH2CO                         2.298878e-20        2.298862e-20
HCCOH                         4.866224e-16        4.866219e-16
N                             1.770861e-18        2.731139e-19
NH                            7.528597e-20        7.801597e-21
NH2                           2.434269e-19        2.449769e-19
NH3                           1.211443e-18        1.207095e-18
NNH                           3.385909e-18        1.877392e-18
NO                            5.774540e-08        5.774276e-08
NO2                           8.407732e-10        8.434304e-10
N2O                           2.504419e-08        2.511025e-08
HNO                           1.196959e-16        6.787574e-17
CN                            2.523402e-25        4.177449e-26
HCN                           1.584031e-17        1.584027e-17
H2CN                          1.361497e-29        2.396083e-29
HCNN                          7.960299e-35        5.063789e-36
HCNO                          1.452762e-13        1.452762e-13
HOCN                          2.025004e-15        2.025003e-15
HNCO                          5.067921e-17        5.067195e-17
NCO                           7.732150e-20        6.928780e-20
N2                            7.899297e-01        7.899297e-01
AR                            0.000000e+00        0.000000e+00
C3H7                          6.357892e-57        9.214312e-57
C3H8                          4.962137e-58        4.915783e-58
CH2CHO                        3.106884e-30        6.576475e-30
CH3CHO                        3.242618e-33        3.278157e-33
-----------------------------------------------------------------------------
