
-----------------------------------------------------------------------------
Status                        Inlet               Outlet
-----------------------------------------------------------------------------
Time[s]                       0                   0.00114298
T[K]                          1204.531            1204.531
P[atm]                        1.00000             1.00000
rho[kg/m3]                    0.27213             0.27406
MW[kg/kmol]                   26.89793            27.08828
Phi[-]                        1000.00000          0.79868
H[J/kg]                       -5.509946e+05       -1.170870e+06
U[J/kg]                       -9.233291e+05       -1.540589e+06
Conv.(%) H2                   0.000000e+00        7.918655e+01
Conv.(%) CH4                  0.000000e+00        9.230993e+01
Total species (kmol/s)        2.931022e-04        2.910426e-04
Element(kmol/s) C             1.759422e-05        1.759422e-05
Element(kmol/s) H             1.055653e-04        1.055653e-04
Element(kmol/s) O             1.101454e-04        1.101454e-04
Element(kmol/s) N             4.143566e-04        4.143566e-04
-----------------------------------------------------------------------------

-----------------------------------------------------------------------------
Mass fractions                Inlet               Outlet
-----------------------------------------------------------------------------
H2                            1.697481e-03        3.533045e-04
H                             2.235288e-06        8.212792e-06
O                             2.715614e-05        7.599116e-05
O2                            1.051122e-01        5.751382e-02
OH                            1.402583e-04        2.426609e-04
H2O                           8.234519e-02        1.154108e-01
HO2                           4.786027e-05        5.821339e-05
H2O2                          1.473074e-05        7.464336e-06
C                             5.858505e-12        4.772219e-11
CH                            2.774622e-10        3.160812e-09
CH2                           5.752529e-08        3.930613e-07
CH2(S)                        2.996814e-09        1.574509e-08
CH3                           6.572775e-05        3.287898e-05
CH4                           9.247517e-03        7.111410e-04
CO                            8.557576e-03        1.153300e-02
CO2                           5.505695e-02        7.768360e-02
HCO                           6.866968e-08        7.002917e-07
CH2O                          7.290063e-06        5.823335e-05
CH2OH                         4.204061e-08        2.135653e-07
CH3O                          7.453562e-07        2.930136e-07
CH3OH                         1.425686e-04        3.500450e-05
C2H                           2.444844e-11        1.176951e-10
C2H2                          5.446272e-06        3.189312e-06
C2H3                          6.019548e-08        1.426266e-07
C2H4                          5.627806e-04        3.582481e-05
C2H5                          4.455322e-06        6.548679e-07
C2H6                          6.072454e-04        1.485071e-05
HCCO                          7.153358e-08        2.933966e-07
CH2CO                         1.265321e-04        2.193497e-05
HCCOH                         4.983845e-09        9.263512e-09
N                             5.129312e-11        1.375416e-10
NH                            2.569133e-10        4.808242e-10
NH2                           1.200961e-09        1.249366e-08
NH3                           2.677747e-08        6.111249e-08
NNH                           5.255330e-11        1.925303e-10
NO                            9.865422e-06        1.148476e-05
NO2                           3.034703e-07        9.426823e-08
N2O                           1.636334e-05        2.754284e-05
HNO                           2.327670e-09        7.315670e-09
CN                            1.311490e-13        2.444782e-15
HCN                           5.568431e-08        1.912268e-07
H2CN                          8.793051e-13        5.330143e-12
HCNN                          1.321632e-11        2.387974e-10
HCNO                          2.701278e-08        4.826316e-08
HOCN                          2.558721e-10        4.010876e-10
HNCO                          4.008715e-07        1.510730e-06
NCO                           1.960444e-09        9.091506e-09
N2                            7.361603e-01        7.361520e-01
AR                            0.000000e+00        0.000000e+00
C3H7                          5.096039e-08        4.380903e-09
C3H8                          2.172248e-05        3.865400e-07
CH2CHO                        5.130308e-07        1.638499e-07
CH3CHO                        1.819868e-05        3.634189e-06
--------------------------------------------------------------

-----------------------------------------------------------------------------
Mole fractions                Inlet               Outlet
-----------------------------------------------------------------------------
H2                            2.264819e-02        4.747227e-03
H                             5.964744e-05        2.207047e-04
O                             4.565560e-05        1.286624e-04
O2                            8.835865e-02        4.868899e-02
OH                            2.218297e-04        3.865036e-04
H2O                           1.229484e-01        1.735377e-01
HO2                           3.900328e-05        4.777618e-05
H2O2                          1.164892e-05        5.944494e-06
C                             1.311978e-11        1.076273e-10
CH                            5.732513e-10        6.576616e-09
CH2                           1.103095e-07        7.590614e-07
CH2(S)                        5.746638e-09        3.040617e-08
CH3                           1.175883e-04        5.923744e-05
CH4                           1.550453e-02        1.200747e-03
CO                            8.217820e-03        1.115349e-02
CO2                           3.365035e-02        4.781556e-02
HCO                           6.365265e-08        6.537217e-07
CH2O                          6.530594e-06        5.253585e-05
CH2OH                         3.643764e-08        1.864122e-07
CH3O                          6.460186e-07        2.557593e-07
CH3OH                         1.196804e-04        2.959277e-05
C2H                           2.627297e-11        1.273734e-10
C2H2                          5.626141e-06        3.317957e-06
C2H3                          5.986594e-08        1.428495e-07
C2H4                          5.395892e-04        3.459159e-05
C2H5                          4.123561e-06        6.103931e-07
C2H6                          5.431875e-04        1.337813e-05
HCCO                          4.689623e-08        1.937071e-07
CH2CO                         8.096327e-05        1.413470e-05
HCCOH                         3.188980e-09        5.969327e-09
N                             9.849924e-11        2.659931e-10
NH                            4.602355e-10        8.674458e-10
NH2                           2.016063e-09        2.112162e-08
NH3                           4.229103e-08        9.720111e-08
NNH                           4.870702e-11        1.797021e-10
NO                            8.843546e-06        1.036801e-05
NO2                           1.774312e-07        5.550623e-08
N2O                           1.000023e-05        1.695154e-05
HNO                           2.018750e-09        6.389660e-09
CN                            1.355845e-13        2.545351e-15
HCN                           5.542045e-08        1.916675e-07
H2CN                          8.436717e-13        5.150331e-12
HCNN                          8.663558e-12        1.576441e-10
HCNO                          1.688758e-08        3.038619e-08
HOCN                          1.599635e-10        2.525223e-10
HNCO                          2.506128e-07        9.511464e-07
NCO                           1.255013e-09        5.861276e-09
N2                            7.068319e-01        7.118258e-01
AR                            0.000000e+00        0.000000e+00
C3H7                          3.181158e-08        2.754093e-09
C3H8                          1.325010e-05        2.374470e-07
CH2CHO                        3.205824e-07        1.031110e-07
CH3CHO                        1.111177e-05        2.234670e-06
-----------------------------------------------------------------------------
