
-----------------------------------------------------------------------------
Status                        Inlet               Outlet
-----------------------------------------------------------------------------
Time[s]                       0                   1e-06
T[K]                          872.000             872.000
P[atm]                        1.00000             1.00000
rho[kg/m3]                    0.40320             0.40320
MW[kg/kmol]                   28.85064            28.85064
Phi[-]                        0.00000             0.00000
H[J/kg]                       6.075415e+05        6.075415e+05
U[J/kg]                       3.562399e+05        3.562399e+05
Conv.(%) O2                   0.000000e+00        0.000000e+00
Conv.(%) N2                   0.000000e+00        0.000000e+00
Total species (kmol/s)        8.977271e-06        8.977271e-06
Element(kmol/s) O             3.770454e-06        3.770454e-06
Element(kmol/s) N             1.418409e-05        1.418409e-05
-----------------------------------------------------------------------------

-----------------------------------------------------------------------------
Mass fractions                Inlet               Outlet
-----------------------------------------------------------------------------
H2                            0.000000e+00        0.000000e+00
H                             0.000000e+00        4.929716e-41
O                             0.000000e+00        1.075212e-23
O2                            2.329092e-01        2.329092e-01
OH                            0.000000e+00        0.000000e+00
H2O                           0.000000e+00        0.000000e+00
HO2                           0.000000e+00        0.000000e+00
H2O2                          0.000000e+00        0.000000e+00
C                             0.000000e+00        0.000000e+00
CH                            0.000000e+00        0.000000e+00
CH2                           0.000000e+00        0.000000e+00
CH2(S)                        0.000000e+00        0.000000e+00
CH3                           0.000000e+00        0.000000e+00
CH4                           0.000000e+00        0.000000e+00
CO                            0.000000e+00        0.000000e+00
CO2                           0.000000e+00        0.000000e+00
HCO                           0.000000e+00        0.000000e+00
CH2O                          0.000000e+00        0.000000e+00
CH2OH                         0.000000e+00        0.000000e+00
CH3O                          0.000000e+00        0.000000e+00
CH3OH                         0.000000e+00        0.000000e+00
C2H                           0.000000e+00        0.000000e+00
C2H2                          0.000000e+00        0.000000e+00
C2H3                          0.000000e+00        0.000000e+00
C2H4                          0.000000e+00        0.000000e+00
C2H5                          0.000000e+00        0.000000e+00
C2H6                          0.000000e+00        0.000000e+00
HCCO                          0.000000e+00        0.000000e+00
CH2CO                         0.000000e+00        0.000000e+00
HCCOH                         0.000000e+00        0.000000e+00
N                             0.000000e+00        8.319356e-40
NH                            0.000000e+00        0.000000e+00
NH2                           0.000000e+00        1.019379e-102
NH3                           0.000000e+00        1.546743e-241
NNH                           0.000000e+00        0.000000e+00
NO                            0.000000e+00        3.710124e-39
NO2                           0.000000e+00        4.474746e-50
N2O                           0.000000e+00        2.952164e-23
HNO                           0.000000e+00        0.000000e+00
CN                            0.000000e+00        0.000000e+00
HCN                           0.000000e+00        0.000000e+00
H2CN                          0.000000e+00        0.000000e+00
HCNN                          0.000000e+00        0.000000e+00
HCNO                          0.000000e+00        0.000000e+00
HOCN                          0.000000e+00        0.000000e+00
HNCO                          0.000000e+00        0.000000e+00
NCO                           0.000000e+00        0.000000e+00
N2                            7.670908e-01        7.670908e-01
AR                            0.000000e+00        0.000000e+00
C3H7                          0.000000e+00        0.000000e+00
C3H8                          0.000000e+00        0.000000e+00
CH2CHO                        0.000000e+00        0.000000e+00
CH3CHO                        0.000000e+00        0.000000e+00
--------------------------------------------------------------

-----------------------------------------------------------------------------
Mole fractions                Inlet               Outlet
-----------------------------------------------------------------------------
H2                            0.000000e+00        0.000000e+00
H                             0.000000e+00        1.410967e-39
O                             0.000000e+00        1.938906e-23
O2                            2.100000e-01        2.100000e-01
OH                            0.000000e+00        0.000000e+00
H2O                           0.000000e+00        0.000000e+00
HO2                           0.000000e+00        0.000000e+00
H2O2                          0.000000e+00        0.000000e+00
C                             0.000000e+00        0.000000e+00
CH                            0.000000e+00        0.000000e+00
CH2                           0.000000e+00        0.000000e+00
CH2(S)                        0.000000e+00        0.000000e+00
CH3                           0.000000e+00        0.000000e+00
CH4                           0.000000e+00        0.000000e+00
CO                            0.000000e+00        0.000000e+00
CO2                           0.000000e+00        0.000000e+00
HCO                           0.000000e+00        0.000000e+00
CH2O                          0.000000e+00        0.000000e+00
CH2OH                         0.000000e+00        0.000000e+00
CH3O                          0.000000e+00        0.000000e+00
CH3OH                         0.000000e+00        0.000000e+00
C2H                           0.000000e+00        0.000000e+00
C2H2                          0.000000e+00        0.000000e+00
C2H3                          0.000000e+00        0.000000e+00
C2H4                          0.000000e+00        0.000000e+00
C2H5                          0.000000e+00        0.000000e+00
C2H6                          0.000000e+00        0.000000e+00
HCCO                          0.000000e+00        0.000000e+00
CH2CO                         0.000000e+00        0.000000e+00
HCCOH                         0.000000e+00        0.000000e+00
N                             0.000000e+00        1.713563e-39
NH                            0.000000e+00        0.000000e+00
NH2                           0.000000e+00        1.835470e-102
NH3                           0.000000e+00        2.620195e-241
NNH                           0.000000e+00        0.000000e+00
NO                            0.000000e+00        3.567268e-39
NO2                           0.000000e+00        2.806201e-50
N2O                           0.000000e+00        1.935151e-23
HNO                           0.000000e+00        0.000000e+00
CN                            0.000000e+00        0.000000e+00
HCN                           0.000000e+00        0.000000e+00
H2CN                          0.000000e+00        0.000000e+00
HCNN                          0.000000e+00        0.000000e+00
HCNO                          0.000000e+00        0.000000e+00
HOCN                          0.000000e+00        0.000000e+00
HNCO                          0.000000e+00        0.000000e+00
NCO                           0.000000e+00        0.000000e+00
N2                            7.900000e-01        7.900000e-01
AR                            0.000000e+00        0.000000e+00
C3H7                          0.000000e+00        0.000000e+00
C3H8                          0.000000e+00        0.000000e+00
CH2CHO                        0.000000e+00        0.000000e+00
CH3CHO                        0.000000e+00        0.000000e+00
-----------------------------------------------------------------------------
