
-----------------------------------------------------------------------------
Status                        Inlet               Outlet
-----------------------------------------------------------------------------
Time[s]                       0                   0.00148415
T[K]                          785.290             785.290
P[atm]                        1.00000             1.00000
rho[kg/m3]                    0.44772             0.44772
MW[kg/kmol]                   28.85061            28.85061
Phi[-]                        1000.00000          0.00001
H[J/kg]                       5.110381e+05        5.110381e+05
U[J/kg]                       2.847254e+05        2.847254e+05
Conv.(%) H2                   0.000000e+00        5.179394e-03
Conv.(%) CH4                  0.000000e+00        5.161046e-03
Total species (kmol/s)        1.518174e-04        1.518174e-04
Element(kmol/s) C             1.610380e-10        1.610380e-10
Element(kmol/s) H             9.662280e-10        9.662280e-10
Element(kmol/s) O             6.376321e-05        6.376321e-05
Element(kmol/s) N             2.398711e-04        2.398711e-04
-----------------------------------------------------------------------------

-----------------------------------------------------------------------------
Mass fractions                Inlet               Outlet
-----------------------------------------------------------------------------
H2                            4.465223e-14        4.464991e-14
H                             4.239038e-17        4.311016e-17
O                             2.821747e-10        2.820735e-10
O2                            2.329061e-01        2.329061e-01
OH                            2.330222e-09        2.329253e-09
H2O                           1.985797e-06        1.985797e-06
HO2                           4.037304e-11        4.096485e-11
H2O2                          1.654904e-12        1.730980e-12
C                             8.601301e-45        0.000000e+00
CH                            1.754126e-40        1.128122e-40
CH2                           4.458918e-31        4.159165e-31
CH2(S)                        5.528099e-34        3.411248e-34
CH3                           2.225974e-27        2.195375e-27
CH4                           2.631961e-27        2.631825e-27
CO                            1.113330e-12        1.113313e-12
CO2                           1.618053e-06        1.618053e-06
HCO                           2.218277e-30        1.509374e-30
CH2O                          1.949541e-23        1.947737e-23
CH2OH                         1.800477e-35        1.709630e-35
CH3O                          2.335182e-32        1.223144e-32
CH3OH                         5.403841e-27        5.408128e-27
C2H                           7.402722e-33        3.123537e-33
C2H2                          1.060730e-21        1.060684e-21
C2H3                          2.460790e-36        1.581301e-36
C2H4                          1.655727e-32        1.655595e-32
C2H5                          3.938611e-45        3.006598e-45
C2H6                          4.311759e-43        4.310635e-43
HCCO                          1.856007e-29        1.780480e-29
CH2CO                         5.992058e-22        5.990910e-22
HCCOH                         1.280548e-17        1.280548e-17
N                             1.694071e-25        1.531955e-27
NH                            2.347442e-26        5.482717e-27
NH2                           2.468124e-21        2.467824e-21
NH3                           1.327840e-20        1.327716e-20
NNH                           3.017470e-22        2.388517e-22
NO                            1.048217e-09        1.048214e-09
NO2                           2.344919e-11        2.345395e-11
N2O                           6.539533e-10        6.539707e-10
HNO                           2.622044e-20        2.325449e-20
CN                            1.989576e-30        1.114833e-30
HCN                           2.698216e-19        2.698214e-19
H2CN                          2.121991e-31        1.901147e-32
HCNN                          8.984168e-42        7.787349e-42
HCNO                          3.885030e-15        3.885030e-15
HOCN                          5.443164e-17        5.443164e-17
HNCO                          1.353176e-18        1.353166e-18
NCO                           8.485374e-22        8.349439e-22
N2                            7.670903e-01        7.670903e-01
AR                            0.000000e+00        0.000000e+00
C3H7                          9.335010e-57        3.639149e-58
C3H8                          3.006227e-57        3.005419e-57
CH2CHO                        7.914848e-34        7.725215e-34
CH3CHO                        9.129245e-35        9.123891e-35
--------------------------------------------------------------

-----------------------------------------------------------------------------
Mole fractions                Inlet               Outlet
-----------------------------------------------------------------------------
H2                            6.390100e-13        6.389769e-13
H                             1.213282e-15        1.233884e-15
O                             5.088389e-10        5.086564e-10
O2                            2.099970e-01        2.099970e-01
OH                            3.952980e-09        3.951337e-09
H2O                           3.180208e-06        3.180209e-06
HO2                           3.529016e-11        3.580746e-11
H2O2                          1.403686e-12        1.468214e-12
C                             2.066046e-44        0.000000e+00
CH                            3.887213e-40        2.499963e-40
CH2                           9.171065e-31        8.554535e-31
CH2(S)                        1.137015e-33        7.016225e-34
CH3                           4.271415e-27        4.212698e-27
CH4                           4.733135e-27        4.732891e-27
CO                            1.146742e-12        1.146725e-12
CO2                           1.060734e-06        1.060734e-06
HCO                           2.205482e-30        1.500667e-30
CH2O                          1.873225e-23        1.871492e-23
CH2OH                         1.673805e-35        1.589350e-35
CH3O                          2.170891e-32        1.137090e-32
CH3OH                         4.865617e-27        4.869478e-27
C2H                           8.532683e-33        3.600318e-33
C2H2                          1.175310e-21        1.175258e-21
C2H3                          2.624983e-36        1.686811e-36
C2H4                          1.702742e-32        1.702607e-32
C2H5                          3.909963e-45        2.984729e-45
C2H6                          4.136911e-43        4.135832e-43
HCCO                          1.305100e-29        1.251991e-29
CH2CO                         4.112438e-22        4.111650e-22
HCCOH                         8.788590e-18        8.788590e-18
N                             3.489326e-25        3.155411e-27
NH                            4.510500e-26        1.053478e-26
NH2                           4.444043e-21        4.443502e-21
NH3                           2.249369e-20        2.249158e-20
NNH                           2.999651e-22        2.374412e-22
NO                            1.007855e-09        1.007852e-09
NO2                           1.470543e-11        1.470842e-11
N2O                           4.286677e-10        4.286791e-10
HNO                           2.439143e-20        2.163237e-20
CN                            2.206184e-30        1.236206e-30
HCN                           2.880381e-19        2.880379e-19
H2CN                          2.183803e-31        1.956526e-32
HCNN                          6.316837e-42        5.475344e-42
HCNO                          2.605125e-15        2.605125e-15
HOCN                          3.649939e-17        3.649939e-17
HNCO                          9.073782e-19        9.073719e-19
NCO                           5.826409e-22        5.733071e-22
N2                            7.899987e-01        7.899987e-01
AR                            0.000000e+00        0.000000e+00
C3H7                          6.250337e-57        2.436624e-58
C3H8                          1.966834e-57        1.966306e-57
CH2CHO                        5.304872e-34        5.177772e-34
CH3CHO                        5.978805e-35        5.975299e-35
-----------------------------------------------------------------------------
