
-----------------------------------------------------------------------------
Status                        Inlet               Outlet
-----------------------------------------------------------------------------
Time[s]                       0                   0.0277092
T[K]                          1375.823            1375.823
P[atm]                        1.00000             1.00000
rho[kg/m3]                    0.25552             0.25552
MW[kg/kmol]                   28.84695            28.84696
Phi[-]                        1000.00000          0.00173
H[J/kg]                       1.191355e+06        1.191354e+06
U[J/kg]                       7.948064e+05        7.948053e+05
Conv.(%) H2                   0.000000e+00        1.064862e+01
Conv.(%) CH4                  0.000000e+00        -7.890968e+00
Total species (kmol/s)        3.952313e-03        3.952313e-03
Element(kmol/s) C             5.736193e-07        5.736193e-07
Element(kmol/s) H             3.441716e-06        3.441716e-06
Element(kmol/s) O             1.659609e-03        1.659609e-03
Element(kmol/s) N             6.243290e-03        6.243290e-03
-----------------------------------------------------------------------------

-----------------------------------------------------------------------------
Mass fractions                Inlet               Outlet
-----------------------------------------------------------------------------
H2                            5.227304e-11        4.670669e-11
H                             1.056921e-11        6.210857e-12
O                             4.272132e-07        3.418727e-07
O2                            2.324844e-01        2.324845e-01
OH                            1.335123e-06        1.361669e-06
H2O                           2.712012e-04        2.711872e-04
HO2                           1.014630e-08        1.044984e-08
H2O2                          3.996674e-11        3.990576e-11
C                             1.113040e-33        1.484493e-34
CH                            2.009650e-29        3.595070e-30
CH2                           4.385466e-24        2.112693e-24
CH2(S)                        5.623386e-26        2.263443e-26
CH3                           4.088749e-24        3.940627e-24
CH4                           6.686137e-25        7.213738e-25
CO                            5.959498e-10        5.692620e-10
CO2                           2.214176e-04        2.214176e-04
HCO                           5.912578e-22        2.126850e-22
CH2O                          2.222582e-20        2.053288e-20
CH2OH                         4.513144e-29        2.328864e-29
CH3O                          1.746536e-27        1.392722e-27
CH3OH                         2.053586e-24        2.285385e-24
C2H                           1.867121e-25        1.100201e-25
C2H2                          3.130201e-19        3.392477e-19
C2H3                          2.865848e-29        1.666438e-29
C2H4                          1.389381e-29        1.273408e-29
C2H5                          2.470857e-38        1.160274e-38
C2H6                          1.522381e-40        1.304541e-40
HCCO                          2.181823e-23        1.295859e-23
CH2CO                         2.285023e-19        2.534620e-19
HCCOH                         1.725890e-15        1.723351e-15
N                             1.006951e-15        1.808764e-16
NH                            2.331520e-17        5.963630e-18
NH2                           7.443012e-19        7.000635e-19
NH3                           1.582030e-18        1.448514e-18
NNH                           3.481672e-16        1.846060e-16
NO                            1.536811e-07        1.540729e-07
NO2                           2.409902e-09        2.148782e-09
N2O                           1.343237e-07        1.339272e-07
HNO                           9.940796e-16        1.017131e-15
CN                            6.474520e-24        4.865490e-24
HCN                           4.644979e-17        4.697599e-17
H2CN                          3.411773e-28        2.715701e-28
HCNN                          1.301968e-31        2.885158e-32
HCNO                          5.304185e-13        5.302831e-13
HOCN                          7.359536e-15        7.351125e-15
HNCO                          3.683730e-16        3.785314e-16
NCO                           1.518046e-18        1.380629e-18
N2                            7.670209e-01        7.670209e-01
AR                            0.000000e+00        0.000000e+00
C3H7                          3.659672e-55        1.754299e-55
C3H8                          7.750856e-57        6.735781e-57
CH2CHO                        1.663292e-28        1.306556e-28
CH3CHO                        1.874444e-31        1.505403e-31
--------------------------------------------------------------

-----------------------------------------------------------------------------
Mole fractions                Inlet               Outlet
-----------------------------------------------------------------------------
H2                            7.479752e-10        6.683262e-10
H                             3.024698e-10        1.777424e-10
O                             7.702857e-07        6.164128e-07
O2                            2.095902e-01        2.095903e-01
OH                            2.264610e-06        2.309637e-06
H2O                           4.342675e-04        4.342451e-04
HO2                           8.867774e-09        9.133071e-09
H2O2                          3.389542e-11        3.384371e-11
C                             2.673202e-33        3.565323e-34
CH                            4.452899e-29        7.965807e-30
CH2                           9.018845e-24        4.344818e-24
CH2(S)                        1.156467e-25        4.654840e-26
CH3                           7.844892e-24        7.560697e-24
CH4                           1.202236e-24        1.297104e-24
CO                            6.137571e-10        5.862719e-10
CO2                           1.451345e-04        1.451345e-04
HCO                           5.877727e-22        2.114313e-22
CH2O                          2.135307e-20        1.972660e-20
CH2OH                         4.195091e-29        2.164743e-29
CH3O                          1.623453e-27        1.294574e-27
CH3OH                         1.848814e-24        2.057499e-24
C2H                           2.151848e-25        1.267976e-25
C2H2                          3.467884e-19        3.758454e-19
C2H3                          3.056680e-29        1.777403e-29
C2H4                          1.428652e-29        1.309401e-29
C2H5                          2.452574e-38        1.151688e-38
C2H6                          1.460461e-40        1.251482e-40
HCCO                          1.534011e-23        9.111016e-24
CH2CO                         1.568046e-19        1.739326e-19
HCCOH                         1.184354e-15        1.182612e-15
N                             2.073783e-15        3.725090e-16
NH                            4.479337e-17        1.145738e-17
NH2                           1.340000e-18        1.260357e-18
NH3                           2.679628e-18        2.453479e-18
NNH                           3.460673e-16        1.834925e-16
NO                            1.477449e-07        1.481215e-07
NO2                           1.511104e-09        1.347372e-09
N2O                           8.803828e-08        8.777842e-08
HNO                           9.246201e-16        9.460611e-16
CN                            7.178499e-24        5.394518e-24
HCN                           4.957947e-17        5.014113e-17
H2CN                          3.510710e-28        2.794454e-28
HCNN                          9.153078e-32        2.028319e-32
HCNO                          3.556295e-13        3.555387e-13
HOCN                          4.934345e-15        4.928706e-15
HNCO                          2.469829e-16        2.537938e-16
NCO                           1.042221e-18        9.478769e-19
N2                            7.898271e-01        7.898272e-01
AR                            0.000000e+00        0.000000e+00
C3H7                          2.450054e-55        1.174457e-55
C3H8                          5.070381e-57        4.406349e-57
CH2CHO                        1.114669e-28        8.755993e-29
CH3CHO                        1.227431e-31        9.857741e-32
-----------------------------------------------------------------------------
